Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
57,RUSSELL,ATTORNEY GENERAL,DEM,"Whigham, Boyd",5925,88,470,247,312,223,418,92,0,191,93,428,296,297,398,218,412,266,277,314,885
57,RUSSELL,ATTORNEY GENERAL,LIB,"Myers, Wilson",251,2,14,12,3,13,22,2,0,14,1,4,30,16,10,5,33,21,12,19,18
57,RUSSELL,ATTORNEY GENERAL,REP,"Pryor, Bill",4177,106,379,246,146,161,460,89,0,159,53,124,371,351,22,53,653,489,52,186,77
57,RUSSELL,ATTORNEY GENERAL,WI,WRITE-IN,21,0,1,2,0,1,0,2,0,0,2,1,1,4,1,1,2,2,0,1,0
57,RUSSELL,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",6041,88,484,266,320,235,430,84,0,191,96,422,292,286,412,215,456,287,279,308,890
57,RUSSELL,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",227,3,13,13,4,17,17,1,0,11,0,3,32,21,4,5,26,17,9,20,11
57,RUSSELL,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",3932,103,351,219,134,140,429,101,0,155,49,121,358,336,16,53,605,462,49,186,65
57,RUSSELL,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,10,0,1,0,0,0,1,0,0,1,0,0,1,2,0,0,1,,0,0,3
57,RUSSELL,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",5999,85,465,256,323,234,418,85,0,201,95,419,302,285,406,217,443,267,282,321,895
57,RUSSELL,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",4093,99,382,236,131,145,442,98,0,159,49,121,375,351,24,56,626,480,56,190,73
57,RUSSELL,COURT OF CIVIL APPEALS,WI,WRITE-IN,24,0,1,0,1,0,4,0,0,1,1,0,1,3,0,0,3,6,0,1,2
57,RUSSELL,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",6802,99,549,305,349,232,505,104,0,215,104,442,363,355,409,222,597,395,292,355,910
57,RUSSELL,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",283,3,16,17,3,18,23,1,0,18,2,6,38,24,11,12,26,16,14,21,14
57,RUSSELL,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",3270,89,303,187,108,141,358,78,0,129,44,93,298,280,12,41,496,377,37,144,55
57,RUSSELL,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,14,0,1,0,0,0,1,0,0,0,0,2,2,2,0,0,1,1,0,2,2
57,RUSSELL,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",6140,86,486,265,320,237,439,91,0,194,96,429,312,304,410,217,458,280,287,326,903
57,RUSSELL,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",3871,97,356,223,129,146,421,92,0,156,46,102,356,333,18,52,592,461,48,180,63
57,RUSSELL,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,22,0,1,1,1,1,3,0,0,1,0,1,2,1,0,0,3,3,1,2,1
57,RUSSELL,SECRETARY OF STATE,DEM,"Worley, Nancy L.",6387,96,521,286,330,236,451,94,0,216,97,429,338,340,407,213,512,311,287,329,894
57,RUSSELL,SECRETARY OF STATE,LIB,"Bodenhausen, Mark",173,3,10,7,2,13,14,0,0,6,0,3,16,15,6,6,19,20,4,20,9
57,RUSSELL,SECRETARY OF STATE,REP,"Thomas, Dave",3692,94,318,202,125,141,420,89,0,136,49,117,338,304,17,52,562,441,46,169,72
57,RUSSELL,SECRETARY OF STATE,WI,WRITE-IN,14,0,1,0,0,0,1,0,0,1,0,0,2,2,1,1,0,1,1,1,2
57,RUSSELL,STATE TREASURER,DEM,"Black, Stephen Foster",5783,86,468,248,311,224,402,84,0,179,95,417,269,277,404,215,386,247,276,305,890
57,RUSSELL,STATE TREASURER,LIB,"Garland,Gabe",206,4,15,7,4,17,15,0,0,11,3,3,29,15,5,4,20,21,8,16,9
57,RUSSELL,STATE TREASURER,REP,"Ivey, Kay",4253,101,376,247,141,149,466,98,0,168,50,128,391,357,21,56,682,498,54,193,77
57,RUSSELL,STATE TREASURER,WI,WRITE-IN,16,1,4,0,1,0,0,3,0,0,0,1,0,0,1,0,2,3,0,0,0
57,RUSSELL,STATE AUDITOR,DEM,"Gibson, Carolyn",6048,87,470,271,318,232,431,91,0,196,97,425,311,292,405,215,430,282,285,308,902
57,RUSSELL,STATE AUDITOR,LIB,"Reeves, Franklin",256,5,22,15,7,13,22,2,0,14,1,5,31,12,9,7,32,22,6,22,9
57,RUSSELL,STATE AUDITOR,REP,"Chapman, Beth",3887,94,361,213,131,145,426,91,0,147,47,114,343,345,16,51,612,455,47,184,65
57,RUSSELL,STATE AUDITOR,WI,WRITE-IN,15,0,5,0,0,0,1,2,0,0,0,0,2,0,1,0,1,3,0,0,0
57,RUSSELL,COMMISSIONER OF AG. & INDUSTRIES,DEM,"Sparks, Ron",6521,97,514,286,344,246,501,102,0,211,109,446,351,332,407,221,509,314,293,337,901
57,RUSSELL,COMMISSIONER OF AG. & INDUSTRIES,LIB,"Hulcher, Maude G.",226,2,12,13,5,15,25,3,0,12,1,1,21,18,5,8,30,23,5,19,8
57,RUSSELL,COMMISSIONER OF AG. & INDUSTRIES,REP,"Alley, J. Lee",3443,89,327,195,108,130,356,81,0,130,34,103,315,296,17,47,539,418,42,153,63
57,RUSSELL,COMMISSIONER OF AG. & INDUSTRIES,WI,WRITE-IN,13,0,1,0,0,0,1,0,0,1,1,0,3,1,1,0,0,1,0,2,1
57,RUSSELL,"PUBLIC SERVICE COMMISSION, PLACE #1",DEM,"Cook, Jan",6607,100,515,298,346,242,504,103,0,210,107,451,356,355,410,220,517,327,291,351,904
57,RUSSELL,"PUBLIC SERVICE COMMISSION, PLACE #1",LIB,"Clark, Dick",215,2,17,12,6,14,16,3,0,14,0,3,22,13,7,6,23,21,8,19,9
57,RUSSELL,"PUBLIC SERVICE COMMISSION, PLACE #1",REP,"Martin, Charles B.",3438,89,325,193,105,137,369,77,0,131,39,96,313,286,13,47,550,417,42,149,60
57,RUSSELL,"PUBLIC SERVICE COMMISSION, PLACE #1",WI,WRITE-IN,12,1,2,0,0,0,1,0,0,0,0,0,0,3,1,0,1,1,0,1,1
57,RUSSELL,"PUBLIC SERVICE COMMISSION, PLACE #2",DEM,"Pierce, Greg",5717,83,455,251,305,227,382,86,0,183,96,415,253,262,403,208,393,244,277,305,889
57,RUSSELL,"PUBLIC SERVICE COMMISSION, PLACE #2",LIB,"Abernathy, Matthew B. ""Cardy""",212,2,17,8,6,13,20,2,0,11,2,4,20,13,7,10,21,17,8,15,16
57,RUSSELL,"PUBLIC SERVICE COMMISSION, PLACE #2",REP,"Wallace, George C., Jr.",4393,106,395,243,148,153,494,95,0,169,49,129,422,382,21,55,686,514,59,202,71
57,RUSSELL,"PUBLIC SERVICE COMMISSION, PLACE #2",WI,WRITE-IN,12,0,1,1,0,1,2,0,0,0,0,0,0,2,0,0,3,2,0,0,0
57,RUSSELL,"US HOUSE, CONGRESSIONAL DISTRICT 3",DEM,"Turnham, Joe",6032,91,490,261,318,216,432,90,0,201,101,425,291,278,407,216,439,278,287,310,901
57,RUSSELL,"US HOUSE, CONGRESSIONAL DISTRICT 3",LIB,"Crispin, George",162,2,8,8,4,18,12,6,0,7,0,2,20,11,6,4,19,15,4,9,7
57,RUSSELL,"US HOUSE, CONGRESSIONAL DISTRICT 3",REP,Rogers. Mike,4371,103,388,249,143,164,479,93,0,161,48,131,408,392,22,57,679,513,58,202,81
57,RUSSELL,"US HOUSE, CONGRESSIONAL DISTRICT 3",WI,WRITE-IN,14,2,0,1,0,0,3,0,0,1,0,0,0,0,0,1,2,1,0,1,2
57,RUSSELL,"STATE BOE, DISTRICT 2",DEM,"Williams, Charlotte Kirkland",6248,92,501,275,329,235,454,91,0,201,100,436,322,303,407,217,479,293,289,330,894
57,RUSSELL,"STATE BOE, DISTRICT 2",REP,"Peters, Betty",3881,93,353,217,126,149,419,92,0,154,41,100,361,339,22,55,594,462,48,184,72
57,RUSSELL,"STATE BOE, DISTRICT 2",WI,WRITE-IN,21,0,1,1,2,0,3,0,0,0,1,0,1,1,0,1,2,2,1,1,4
57,RUSSELL,"STATE SENATE, DISTRICT 27",DEM,"Little, T.D. (Ted)",4074,69,581,325,355,0,518,72,0,0,0,0,424,423,0,0,688,440,62,0,117
57,RUSSELL,"STATE SENATE, DISTRICT 27",REP,"Ward, Keith J.",2307,65,279,178,102,0,287,35,0,0,0,0,285,249,0,0,444,356,18,0,9
57,RUSSELL,"STATE SENATE, DISTRICT 27",WI,WRITE-IN,25,0,3,1,1,0,5,1,0,0,0,0,3,4,0,0,5,2,0,0,0
57,RUSSELL,"STATE SENATE, DISTRICT 28",DEM,"Penn, Myron C.",3280,46,15,11,0,249,59,41,0,243,109,457,0,0,412,238,0,,233,364,803
57,RUSSELL,"STATE SENATE, DISTRICT 28",LIB,"Bowden, Daniel V.",373,7,3,1,0,67,22,9,0,59,21,26,0,0,11,17,0,,15,82,33
57,RUSSELL,"STATE SENATE, DISTRICT 28",WI,WRITE-IN,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,,0,6,0
57,RUSSELL,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 80",DEM,"Vance, Lesley",4469,83,663,384,294,0,542,0,0,0,0,0,504,500,0,0,788,543,52,0,116
57,RUSSELL,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 80",WI,WRITE-IN,80,3,8,3,6,0,9,0,0,0,0,0,15,12,0,0,14,9,0,0,1
57,RUSSELL,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 83",DEM,"Bandy, George (Tootie)",2747,32,16,9,82,3,110,99,0,0,105,442,0,0,378,225,0,,243,264,739
57,RUSSELL,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 83",LIB,"Billoni, Donald J.",306,5,2,1,10,0,51,33,0,0,24,23,0,0,15,23,0,,18,69,32
57,RUSSELL,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 83",WI,WRITE-IN,123,8,0,0,6,0,1,1,0,0,0,0,0,0,30,6,0,,2,9,60
57,RUSSELL,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 84",DEM,"Beasley, Billy",546,7,0,0,0,215,0,0,0,220,0,0,0,0,0,0,0,,0,104,0
57,RUSSELL,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 84",WI,WRITE-IN,137,1,0,0,0,70,0,0,0,65,0,0,0,0,0,0,0,,0,1,0
57,RUSSELL,"CIRCUIT COURT, DISTRICT 26, PLACE #2",DEM,"Johnson, Albert (Al) L.",8524,140,719,418,398,312,717,139,0,300,127,478,527,504,414,250,828,563,313,432,945
57,RUSSELL,"CIRCUIT COURT, DISTRICT 26, PLACE #2",WI,WRITE-IN,103,3,10,2,3,3,12,2,0,2,2,1,15,12,3,3,9,6,2,11,2
57,RUSSELL,STATEWIDE AMENDMENT #1,,YES,5976,117,536,320,312,235,526,99,0,217,83,228,439,412,176,115,736,506,174,249,496
57,RUSSELL,STATEWIDE AMENDMENT #1,,NO,2039,36,173,94,67,87,222,64,0,86,40,73,154,147,38,61,175,141,38,206,137
57,RUSSELL,STATEWIDE AMENDMENT #2,,YES,3716,69,348,202,225,146,294,54,0,112,70,160,238,228,149,75,373,266,139,146,422
57,RUSSELL,STATEWIDE AMENDMENT #2,,NO,3791,69,306,179,135,161,415,99,0,181,53,120,325,292,59,82,452,321,61,292,189
57,RUSSELL,STATEWIDE AMENDMENT #3,,YES,4279,75,382,213,214,182,396,89,0,146,72,178,290,277,125,89,515,346,124,186,380
57,RUSSELL,STATEWIDE AMENDMENT #3,,NO,3149,56,262,154,145,123,317,63,0,147,53,94,263,235,77,73,303,232,79,250,223
57,RUSSELL,LOCAL AMENDMENT #1,,YES,4514,78,419,239,223,173,409,83,0,144,58,176,305,314,134,89,552,387,132,177,422
57,RUSSELL,LOCAL AMENDMENT #1,,NO,3642,78,289,180,154,151,365,82,0,168,73,148,298,266,90,81,367,256,83,290,223
57,RUSSELL,LOCAL AMENDMENT #2,,YES,4287,77,422,230,239,151,351,51,0,133,47,172,267,273,165,80,504,372,150,153,450
57,RUSSELL,LOCAL AMENDMENT #2,,NO,3563,72,255,179,124,161,387,106,0,160,77,158,307,263,60,86,372,254,63,301,178
