Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
62,TALLAPOOSA,"STATE BOE, DISTRICT 2",REP,"Peters, Betty",7253,233,203,429,457,449,28,27,31,162,369,6,100,58,82,302,175,498,229,107,472,73,226,364,501,409,311,457,272,135,88
62,TALLAPOOSA,"STATE BOE, DISTRICT 2",WI,WRITE-IN,30,2,2,3,1,1,0,1,0,0,2,0,1,0,1,3,2,2,0,1,0,0,0,0,1,2,2,2,1,0,0
62,TALLAPOOSA,"STATE SENATE, DISTRICT 27",DEM,"Little, T.D. (Ted)",10073,270,352,470,553,542,360,184,46,228,877,16,156,129,102,307,227,594,955,120,404,175,377,324,368,436,318,484,195,344,160
62,TALLAPOOSA,"STATE SENATE, DISTRICT 27",REP,"Ward, Keith J.",4356,158,127,255,235,248,21,14,22,94,215,4,46,22,44,170,108,272,122,63,338,39,112,239,404,222,178,239,208,85,52
62,TALLAPOOSA,"STATE SENATE, DISTRICT 27",WI,WRITE-IN,25,0,1,0,1,2,0,0,0,0,3,0,0,0,0,1,2,2,3,1,1,1,0,1,2,1,0,2,0,1,0
62,TALLAPOOSA,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 81",DEM,"Graham, Betty Carol",10213,286,360,478,571,562,354,181,47,235,869,16,122,128,111,272,232,621,972,126,426,160,378,373,393,404,312,496,222,347,159
62,TALLAPOOSA,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 81",REP,"Patterson, Benjie",4267,139,121,251,224,243,24,15,22,103,219,3,85,22,34,212,104,253,109,58,309,50,132,194,377,242,173,238,177,86,48
62,TALLAPOOSA,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 81",WI,WRITE-IN,14,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,1,1,1,1,2,0,0,0
62,TALLAPOOSA,"DISTRICT COURT, TALLAPOOSA CO., PLACE#1",DEM,"Taylor, Clayton Kim",9096,231,321,440,500,499,340,177,43,215,812,16,130,111,88,262,221,560,890,104,383,162,370,338,390,278,184,427,176,300,128
62,TALLAPOOSA,"DISTRICT COURT, TALLAPOOSA CO., PLACE#1",REP,"Gavin, Mitch",5346,203,157,286,296,307,31,20,26,111,261,4,84,39,52,221,116,322,183,83,338,47,135,228,381,371,319,306,221,133,65
62,TALLAPOOSA,"DISTRICT COURT, TALLAPOOSA CO., PLACE#1",WI,WRITE-IN,19,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,1,1,1,2,1,0,1,0,0
62,TALLAPOOSA,STATEWIDE AMENDMENT #1,,YES,9182,294,311,483,544,495,249,118,42,164,646,13,122,108,76,312,216,499,730,128,487,138,263,342,583,385,308,461,286,262,117
62,TALLAPOOSA,STATEWIDE AMENDMENT #1,,NO,2459,61,73,153,131,150,14,10,14,61,171,4,23,20,43,93,55,176,91,30,138,32,89,126,122,155,111,126,85,78,24
62,TALLAPOOSA,STATEWIDE AMENDMENT #2,,YES,5913,167,221,284,366,306,229,108,28,111,466,5,65,79,50,195,153,312,595,86,247,110,176,209,277,214,176,293,148,186,51
62,TALLAPOOSA,STATEWIDE AMENDMENT #2,,NO,5167,163,142,314,271,308,24,15,26,95,331,11,59,44,62,187,102,338,209,61,351,52,159,234,395,308,220,265,204,141,76
62,TALLAPOOSA,STATEWIDE AMENDMENT #3,,YES,7630,199,238,353,429,411,225,104,38,139,564,13,92,90,72,257,172,436,593,107,401,140,216,277,467,343,267,387,263,242,95
62,TALLAPOOSA,STATEWIDE AMENDMENT #3,,NO,3317,110,122,226,192,203,22,14,17,61,225,3,34,26,43,123,77,218,192,45,189,25,106,166,193,180,120,166,92,88,39
62,TALLAPOOSA,LOCAL AMENDMENT #1,,YES,8200,255,283,438,547,490,221,100,39,136,590,9,104,99,74,269,192,468,604,105,432,112,223,304,519,317,252,423,275,221,99
62,TALLAPOOSA,LOCAL AMENDMENT #1,,NO,3055,98,87,185,129,170,23,21,15,69,202,7,38,23,41,118,68,185,129,46,180,43,109,157,168,209,161,160,85,93,36
