Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
33,HALE,STATE AUDITOR,WI,WRITE-IN,5,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0
33,HALE,COMMISSIONER OF AG. & INDUSTRIES,DEM,"Sparks, Ron",4432,334,233,79,174,121,1284,337,96,174,631,104,179,3,463,125,95
33,HALE,COMMISSIONER OF AG. & INDUSTRIES,LIB,"Hulcher, Maude G.",75,1,8,0,1,2,19,3,1,2,20,3,4,0,5,5,1
33,HALE,COMMISSIONER OF AG. & INDUSTRIES,REP,"Alley, J. Lee",1472,45,75,41,43,83,364,177,35,21,278,63,81,15,40,59,52
33,HALE,COMMISSIONER OF AG. & INDUSTRIES,WI,WRITE-IN,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
33,HALE,"PUBLIC SERVICE COMMISSION, PLACE #1",DEM,"Cook, Jan",4662,342,242,85,176,135,1357,358,101,179,673,119,194,8,465,126,102
33,HALE,"PUBLIC SERVICE COMMISSION, PLACE #1",LIB,"Clark, Dick",86,2,13,0,2,0,20,4,0,1,22,3,3,0,7,5,4
33,HALE,"PUBLIC SERVICE COMMISSION, PLACE #1",REP,"Martin, Charles B.",1278,34,63,39,38,74,293,156,32,17,265,50,62,13,38,60,44
33,HALE,"PUBLIC SERVICE COMMISSION, PLACE #1",WI,WRITE-IN,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
33,HALE,"PUBLIC SERVICE COMMISSION, PLACE #2",DEM,"Pierce, Greg",3545,310,188,49,154,108,1113,274,70,164,376,69,140,2,420,64,44
33,HALE,"PUBLIC SERVICE COMMISSION, PLACE #2",LIB,"Abernathy, Matthew B. ""Cardy""",111,2,10,7,2,2,28,7,3,1,25,2,4,0,8,8,2
33,HALE,"PUBLIC SERVICE COMMISSION, PLACE #2",REP,"Wallace, George C., Jr.",2411,69,119,67,61,100,532,241,62,32,572,100,121,19,80,123,113
33,HALE,"PUBLIC SERVICE COMMISSION, PLACE #2",WI,WRITE-IN,6,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0
33,HALE,"US HOUSE, CONGRESSIONAL DISTRICT 7",DEM,"Davis, Artur",5199,348,281,87,193,168,1487,435,118,188,772,137,212,13,488,154,118
33,HALE,"US HOUSE, CONGRESSIONAL DISTRICT 7",LIB,"McCay, Lauren Orth",518,14,28,23,10,15,125,57,6,3,114,25,27,3,14,29,25
33,HALE,"US HOUSE, CONGRESSIONAL DISTRICT 7",WI,WRITE-IN,14,0,0,0,1,0,6,0,1,0,2,1,0,0,3,0,0
33,HALE,"STATE BOE, DISTRICT 4",DEM,"Hall, Ethel H.",4352,333,233,68,165,136,1278,323,96,168,633,92,179,6,448,115,79
33,HALE,"STATE BOE, DISTRICT 4",LIB,"Wood, Amy",958,18,50,21,36,28,265,106,21,13,187,48,36,6,33,52,38
33,HALE,"STATE BOE, DISTRICT 4",WI,WRITE-IN,19,0,0,0,1,0,8,3,0,0,3,2,0,0,2,0,0
33,HALE,"STATE SENATE, DISTRICT 21",DEM,"Poole, Phil",1622,32,131,91,0,0,0,0,129,0,916,0,0,19,0,177,127
33,HALE,"STATE SENATE, DISTRICT 21",LIB,"Allen, Jean",20,1,3,1,0,0,0,0,0,0,11,0,0,1,0,3,0
33,HALE,"STATE SENATE, DISTRICT 21",REP,"Tingle, Jerry",255,4,37,35,0,0,0,0,10,0,108,0,0,3,0,30,28
33,HALE,"STATE SENATE, DISTRICT 21",WI,WRITE-IN,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,HALE,"STATE SENATE, DISTRICT 24",DEM,"Steele, Charles, Jr.",3532,308,141,0,187,154,1401,367,0,173,0,110,196,0,484,0,11
33,HALE,"STATE SENATE, DISTRICT 24",WI,WRITE-IN,47,3,0,0,3,1,24,9,0,1,0,2,2,0,2,0,0
33,HALE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 72",DEM,"Singleton, Bobby",4608,324,252,60,177,148,1324,331,106,176,740,95,185,6,457,142,85
33,HALE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 72",WI,WRITE-IN,153,6,8,1,5,1,52,32,8,1,14,11,5,1,6,1,1
33,HALE,STATEWIDE AMENDMENT #1,,YES,4026,243,189,63,154,147,1205,377,81,119,639,115,142,9,310,128,105
33,HALE,STATEWIDE AMENDMENT #1,,NO,804,28,53,33,19,32,200,76,13,5,176,24,34,6,44,29,32
33,HALE,STATEWIDE AMENDMENT #2,,YES,2927,164,128,35,116,93,999,272,45,98,391,76,96,4,272,82,56
33,HALE,STATEWIDE AMENDMENT #2,,NO,1578,92,85,52,49,65,337,150,40,22,374,50,73,8,59,63,59
33,HALE,STATEWIDE AMENDMENT #3,,YES,3651,184,155,65,146,135,1139,378,55,118,531,113,125,12,278,121,96
33,HALE,STATEWIDE AMENDMENT #3,,NO,992,78,68,18,29,30,242,73,25,6,231,22,41,5,60,33,31
,,,,,,,,,,,,,,,,,,,,,
,*** Note:,County Did Not Report Total Ballots Cast by Precinct,,,,,,,,,,,,,,,,,,,
