Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11, ,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32
42,LEE,ATTORNEY GENERAL,REP,"Pryor, Bill",17445,429,0,330,123,257,1095,1122,1872,157,79,206,173,984,1382,2176,2381,807,92,205,81,428,398,337,2088,184,59,
42,LEE,ATTORNEY GENERAL,WI,WRITE-IN,53,2,,0,0,1,5,2,4,0,0,1,0,5,3,7,5,1,0,1,0,2,2,0,12,0,,
42,LEE,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",11416,196,0,112,1043,911,379,485,668,78,79,429,645,608,907,1163,940,473,95,254,115,165,266,180,1048,87,90,
42,LEE,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",908,12,0,18,13,20,26,43,61,8,7,21,20,69,119,142,116,43,5,15,7,22,13,20,80,4,4,
42,LEE,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",15922,388,1,289,106,229,1013,1029,1734,139,74,177,163,854,1232,1923,2178,746,90,186,71,408,381,319,1967,172,53,
42,LEE,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,32,1,,0,0,1,1,1,4,0,0,1,0,0,3,3,0,1,0,3,0,2,1,1,9,0,,
42,LEE,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",11206,184,0,121,1050,910,342,464,643,80,81,426,651,572,908,1108,891,483,104,256,110,168,256,189,1049,77,83,
42,LEE,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",16197,394,0,295,103,239,1017,1044,1740,137,73,185,163,877,1275,1932,2216,742,83,193,74,420,399,322,2032,183,59,
42,LEE,COURT OF CIVIL APPEALS,WI,WRITE-IN,53,2,,2,0,3,2,1,7,0,0,0,1,3,6,8,2,4,1,0,0,2,1,0,7,1,,
42,LEE,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",11111,183,0,102,1041,898,356,469,610,75,73,409,638,549,836,1006,845,482,108,258,113,198,282,175,1232,85,88,
42,LEE,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",1245,11,0,16,26,29,49,56,104,10,14,34,28,83,145,194,156,67,4,21,7,21,28,28,103,7,4,
42,LEE,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",15162,379,0,296,90,217,958,990,1672,133,67,171,152,834,1211,1854,2130,682,76,168,69,364,351,304,1773,169,52,
42,LEE,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,36,0,,0,0,2,2,0,5,0,0,2,1,1,2,5,0,2,1,1,1,2,1,0,8,0,,
42,LEE,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",11690,195,0,114,1061,916,395,514,739,85,80,426,650,608,947,1141,946,499,110,265,113,188,256,183,1076,93,90,
42,LEE,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",15392,367,1,291,89,228,941,978,1609,129,71,176,163,832,1217,1863,2124,711,77,176,68,389,392,318,1968,160,54,
42,LEE,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,52,2,,0,0,2,2,1,7,0,0,1,0,2,4,8,4,3,1,3,0,1,3,0,8,0, ,
42,LEE,SECRETARY OF STATE,DEM,"Worley, Nancy L.",12391,210,0,136,1059,930,456,561,826,83,87,440,656,656,961,1256,1023,550,113,271,112,192,277,214,1137,94,91,
42,LEE,SECRETARY OF STATE,LIB,"Bodenhausen, Mark",731,8,0,12,12,13,24,34,54,6,5,30,15,49,90,124,108,33,4,10,7,14,13,7,52,4,3,
42,LEE,SECRETARY OF STATE,REP,"Thomas, Dave",14818,369,0,270,90,211,906,939,1552,133,65,153,148,790,1188,1774,2069,662,70,172,71,385,372,294,1924,161,50,
42,LEE,SECRETARY OF STATE,WI,WRITE-IN,38,2,,1,0,0,4,2,3,0,0,1,1,3,2,8,5,0,1,1,0,1,0,0,3,0,,
42,LEE,STATE TREASURER,DEM,"Black, Stephen Foster",10585,183,0,83,1041,896,338,452,602,76,79,409,655,552,825,980,840,433,96,257,110,148,235,156,974,75,90,
42,LEE,STATE TREASURER,LIB,"Garland,Gabe",827,5,0,12,12,15,32,41,65,10,7,26,16,59,103,136,101,42,3,12,8,16,18,17,62,4,5,
42,LEE,STATE TREASURER,REP,"Ivey, Kay",16708,407,0,327,109,251,1042,1053,1787,138,72,190,149,903,1311,2088,2280,777,89,186,72,426,401,347,2073,180,50,
42,LEE,STATE TREASURER,WI,WRITE-IN,31,2,,2,1,1,1,0,2,0,0,0,1,2,4,5,0,2,1,2,0,0,0,0,4,1,,
42,LEE,STATE AUDITOR,DEM,"Gibson, Carolyn",11007,186,0,101,1049,895,373,463,631,75,78,415,649,581,852,1074,861,451,106,257,109,180,251,177,1023,82,88,
42,LEE,STATE AUDITOR,LIB,"Reeves, Franklin",957,12,0,17,13,15,31,48,78,11,7,30,20,66,117,153,121,44,5,13,9,21,17,16,86,4,3,
42,LEE,STATE AUDITOR,REP,"Chapman, Beth",15733,379,1,296,95,244,978,1011,1711,135,70,175,151,836,1234,1866,2166,744,78,186,72,387,387,322,1975,179,55,
42,LEE,STATE AUDITOR,WI,WRITE-IN,33,3,,1,0,0,4,1,3,0,0,0,0,1,5,3,2,1,1,1,0,1,0,1,5,0, , 
42,LEE,COMMISSIONER OF AG. & INDUSTRIES,DEM,"Sparks, Ron",12000,200,0,139,1061,934,461,547,844,83,93,418,657,550,888,1018,941,590,107,275,135,199,279,203,1183,103,92,
42,LEE,COMMISSIONER OF AG. & INDUSTRIES,LIB,"Hulcher, Maude G.",891,6,0,17,11,19,32,46,69,5,6,27,12,63,124,150,108,41,5,11,4,17,22,17,71,3,5,
42,LEE,COMMISSIONER OF AG. & INDUSTRIES,REP,"Alley, J. Lee",14907,377,0,257,87,200,885,924,1505,133,59,180,149,884,1203,1975,2119,614,76,170,53,371,353,296,1832,156,49,
42,LEE,COMMISSIONER OF AG. & INDUSTRIES,WI,WRITE-IN,26,1,,2,0,1,1,0,2,0,0,0,0,1,4,3,2,0,0,1,0,1,2,1,4,0,,
42,LEE,"PUBLIC SERVICE COMMISSION, PLACE #1",DEM,"Cook, Jan",13272,227,1,163,1074,946,539,626,1013,100,95,456,658,670,1006,1273,1094,606,115,295,130,213,295,227,1246,109,95,
42,LEE,"PUBLIC SERVICE COMMISSION, PLACE #1",LIB,"Clark, Dick",940,12,0,14,9,24,34,42,68,8,7,34,23,65,120,166,128,37,4,12,5,17,14,15,70,9,3,
42,LEE,"PUBLIC SERVICE COMMISSION, PLACE #1",REP,"Martin, Charles B.",13741,353,0,246,84,187,836,875,1370,114,56,139,143,750,1101,1700,1942,602,71,153,57,357,347,280,1787,146,45,
42,LEE,"PUBLIC SERVICE COMMISSION, PLACE #1",WI,WRITE-IN,16,1,,0,0,1,0,0,1,0,0,0,1,1,2,3,2,0,0,1,0,2,0,0,1,0,,
42,LEE,"PUBLIC SERVICE COMMISSION, PLACE #2",DEM,"Pierce, Greg",10724,190,0,98,1046,892,341,451,566,79,80,408,643,548,845,1045,891,432,95,245,108,150,232,178,1004,71,86,
42,LEE,"PUBLIC SERVICE COMMISSION, PLACE #2",LIB,"Abernathy, Matthew B. ""Cardy""",1119,18,0,11,14,18,44,59,86,6,12,26,21,91,141,188,160,50,5,17,6,18,22,6,90,5,5,
42,LEE,"PUBLIC SERVICE COMMISSION, PLACE #2",REP,"Wallace, George C., Jr.",16110,373,0,311,102,255,1024,1032,1801,135,64,191,156,840,1242,1917,2109,771,90,196,76,421,402,337,2021,190,54,
42,LEE,"PUBLIC SERVICE COMMISSION, PLACE #2",WI,WRITE-IN,30,1,,2,0,2,1,0,4,0,0,2,0,2,1,2,7,1,0,1,0,2,0,1,1,0,,
42,LEE,"US HOUSE, CONGRESSIONAL DISTRICT 3",DEM,"Turnham, Joe",13316,230,1,141,1062,925,539,627,874,91,90,466,677,744,1124,1586,1226,541,99,258,123,190,251,200,1060,93,98,
42,LEE,"US HOUSE, CONGRESSIONAL DISTRICT 3",LIB,"Crispin, George",489,5,0,11,9,13,15,22,35,5,5,13,12,27,57,58,65,26,7,10,6,15,11,11,46,3,2,
42,LEE,"US HOUSE, CONGRESSIONAL DISTRICT 3",REP,Rogers. Mike,15241,378,0,282,107,237,923,956,1620,135,70,161,151,801,1158,1720,2046,726,87,195,68,405,408,324,2060,174,49,
42,LEE,"US HOUSE, CONGRESSIONAL DISTRICT 3",WI,WRITE-IN,36,0,,0,0,0,2,1,3,0,0,4,0,1,4,1,3,3,1,2,0,3,1,0,7,0,,
42,LEE,"STATE BOE, DISTRICT 2",DEM,"Williams, Charlotte Kirkland",12154,202,0,133,1060,924,432,564,787,87,78,432,653,639,992,1228,979,515,107,267,116,192,263,213,1115,87,89,
42,LEE,"STATE BOE, DISTRICT 2",REP,"Peters, Betty",15308,377,0,278,94,228,924,946,1596,131,76,182,157,815,1203,1852,2122,717,81,182,70,393,393,302,1969,172,48,
42,LEE,"STATE BOE, DISTRICT 2",WI,WRITE-IN,46,2,,1,3,1,0,1,9,0,0,0,2,3,5,3,3,3,1,1,0,1,0,0,7,0,,
42,LEE,"STATE SENATE, DISTRICT 13",DEM,"Dial, Gerald",3106,33,0,252,,,,,,,,,,,,,,,135,,,327,383,234,1706,23,13,
42,LEE,"STATE SENATE, DISTRICT 13",WI,WRITE-IN,112,3,,3, ,,,,,,,,,,,,,,3,,,6,12,5,63,0,17,
42,LEE,"STATE SENATE, DISTRICT 27",DEM,"Little, T.D. (Ted)",9006,179,0, ,,294,730,505,1379,138,107,,705,895,1332,1745,257,185,,314,, , ,66,,119,56,
42,LEE,"STATE SENATE, DISTRICT 27",REP,"Ward, Keith J.",6280,164,0,,,83,612,409,1135,91,55,,128,632,965,1232,267,158,,147,,,,76,,109,17,
42,LEE,"STATE SENATE, DISTRICT 27",WI,WRITE-IN,33,0,,,,1,5,1,7,0,0,,1,3,6,2,1,2,,2, , , ,1,,1,,
42,LEE,"STATE SENATE, DISTRICT 28",DEM,"Penn, Myron C.",4669,86,1,,1076,679,64,312,,,,492,,4,,147,1165,489,,,122,,,,,,32,
42,LEE,"STATE SENATE, DISTRICT 28",LIB,"Bowden, Daniel V.",1145,30,0,,38,49,21,128,,,,77,,7,,54,522,187,,,25,,,,,,7,
42,LEE,"STATE SENATE, DISTRICT 28",WI,WRITE-IN,30,0,,,0,5,1,3,,,,3,,0,,0,15,2,,,1,,,,,,,
42,LEE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 38",DEM,"Patterson, Arthur Frank, Jr.",1062,10,0,92,,,,,,,,,,,,,,,88,,,173,50,166,474,,9,
42,LEE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 38",REP,"Bridges, DuWayne",1970,30,0,328,,,,,,,,,,,,,,,103,,,418,99,367,617,,8,
42,LEE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 38",WI,WRITE-IN,11,0,,1,,,,,,,,,,,,,,,,,,3,1,0,6,,,
42,LEE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 79",LIB,"Johnson, Charles W.",1597,31,0,,,,99,75,208,,,,,4,341,486,247,36,,34,,,,,,23,13,
42,LEE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 79",REP,"Hubbard, Mike",10425,291,0,,,,984,648,1912,,,,,30,1435,2472,2090,276,,62,,,,,,201,24,
42,LEE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 79",WI,WRITE-IN,33,0,,,,,1,2,4,,,,,0,8,8,7,2,,1,,,,,,0,,
42,LEE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 80",DEM,"Vance, Lesley",1549,18,0,,,,,,,,,,,,,,,,,,,,314,,1211,,6,
42,LEE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 80",WI,WRITE-IN,62,1,,,,,,,,,,,,,,,,,,,,,9,,52,,,
42,LEE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 81",DEM,"Graham, Betty Carol",187,0,0,,,,,,,92,93,,,,,,,,,,,,,,,,2,
42,LEE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 81",REP,"Patterson, Benjie",191,1,0,,,,,,,127,61,,,,,,,,,,,,,,,,2,
42,LEE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 81",WI,WRITE-IN,0,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,
42,LEE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 82",DEM,"Ford, Johnny",2341,28,0,,,,,,,,,502,701,720,136,,240,,,,,,,,,,14,
42,LEE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 82",WI,WRITE-IN,117,4,,,,,,,,,,18,13,50,11,,21,,,,,,,,,,,
42,LEE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 83",DEM,"Bandy, George",3359,52,0,,1055,893,121,284,108,,,,,,,,152,355,,173,121,,11,,,,34,
42,LEE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 83",LIB,"Billoni, Donald J.",1224,27,0,,70,162,104,254,60,,,,,,,,80,356,,71,34,,0,,,,6,
42,LEE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 83",WI,WRITE-IN,15,2,,,0,5,1,1,1,,,,,,,,0,2,,3,0,,0,,,,,
42,LEE,STATEWIDE AMENDMENT #1,,YES,22301,487,0,305,914,898,1095,1159,1864,178,103,470,663,1338,1888,2720,2720,923,134,294,121,466,480,369,2431,180,101,
42,LEE,STATEWIDE AMENDMENT #1,,NO,3229,50,0,66,43,87,188,211,383,31,27,67,35,119,218,304,308,206,15,65,31,81,92,102,438,44,18,
42,LEE,STATEWIDE AMENDMENT #2,,YES,13130,247,0,189,844,767,565,635,999,93,61,337,551,690,1067,1385,1420,572,77,198,82,266,306,223,1369,108,79,
42,LEE,STATEWIDE AMENDMENT #2,,NO,10826,236,0,157,99,199,619,670,1155,99,66,188,112,654,890,1386,1378,501,62,152,59,246,228,231,1298,105,36,
42,LEE,STATEWIDE AMENDMENT #3,,YES,17500,359,0,236,812,768,880,912,1544,162,98,410,519,1000,1432,2115,2108,769,93,255,100,318,369,301,1706,146,88,
42,LEE,STATEWIDE AMENDMENT #3,,NO,6122,111,0,112,108,171,294,352,565,38,30,111,128,321,498,631,638,287,49,91,41,188,167,139,973,55,24,
