Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
23,DALE,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,3,0,0,1,1,1,0,0,0
23,DALE,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",3909,97,31,151,37,63,18,384,75,93,211,6,105,305,189,216,168,474,34,283,144,464,166,64,104,27
23,DALE,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",7320,176,53,324,106,188,60,524,108,353,409,37,216,532,452,251,431,668,66,402,278,691,407,245,207,136
23,DALE,COURT OF CIVIL APPEALS,WI,WRITE-IN,19,2,0,0,0,0,0,1,1,0,2,0,1,3,0,1,0,3,0,0,0,2,1,0,2,0
23,DALE,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",3722,78,31,151,29,63,27,343,62,96,208,4,96,279,192,192,159,460,34,281,134,458,164,58,98,25
23,DALE,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",580,8,7,22,12,10,2,72,9,19,32,1,15,49,26,30,31,61,2,39,24,49,17,22,17,4
23,DALE,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",6778,186,41,296,96,177,49,498,110,320,367,37,210,500,413,240,404,603,63,351,265,636,379,222,186,129
23,DALE,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,22,2,0,1,0,1,0,1,0,0,2,0,0,1,1,0,2,3,0,2,0,3,1,0,2,0
23,DALE,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",4352,90,27,183,43,81,30,409,76,111,237,5,116,330,225,225,193,518,35,320,149,520,198,70,134,27
23,DALE,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",6564,180,52,279,92,163,44,497,102,310,362,37,194,491,402,234,389,596,63,341,265,616,343,222,164,126
23,DALE,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,32,0,0,1,0,1,0,2,0,2,2,0,0,1,0,2,3,3,1,3,2,5,0,0,2,2
23,DALE,SECRETARY OF STATE,DEM,"Worley, Nancy L.",4662,108,42,188,49,91,35,423,81,132,246,5,135,344,246,234,208,536,40,342,169,554,189,88,133,44
23,DALE,SECRETARY OF STATE,LIB,"Bodenhausen, Mark",219,3,4,9,5,3,0,29,6,4,16,1,7,18,13,7,14,20,0,10,9,15,11,9,4,2
23,DALE,SECRETARY OF STATE,REP,"Thomas, Dave",6434,169,38,286,94,161,43,472,96,314,367,37,187,478,398,225,384,597,59,331,246,588,365,211,173,115
23,DALE,SECRETARY OF STATE,WI,WRITE-IN,22,1,0,0,0,0,0,3,0,1,2,0,0,1,1,1,1,3,1,1,1,2,0,0,2,1
23,DALE,STATE TREASURER,DEM,"Black, Stephen Foster",3796,85,28,151,36,63,20,374,69,94,195,5,106,309,191,212,161,455,31,268,136,450,171,57,102,27
23,DALE,STATE TREASURER,LIB,"Garland,Gabe",293,7,5,11,6,8,2,33,9,9,15,1,7,16,12,16,17,25,1,17,8,21,19,11,9,8
23,DALE,STATE TREASURER,REP,"Ivey, Kay",7370,194,55,331,108,184,62,519,109,353,420,36,214,518,468,245,432,686,70,417,287,695,384,242,212,129
23,DALE,STATE TREASURER,WI,WRITE-IN,15,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,3,0,0,0,2,2,0,1,1
23,DALE,STATE AUDITOR,DEM,"Gibson, Carolyn",4231,102,28,180,42,85,35,392,71,113,216,4,125,310,226,217,182,483,34,307,143,511,192,66,130,37
23,DALE,STATE AUDITOR,LIB,"Reeves, Franklin",408,6,8,16,6,5,2,48,7,11,27,1,9,30,20,14,26,37,1,25,22,30,24,22,4,7
23,DALE,STATE AUDITOR,REP,"Chapman, Beth",6648,172,47,284,94,164,45,478,107,328,376,37,190,500,407,234,392,630,65,353,261,619,355,213,179,118
23,DALE,STATE AUDITOR,WI,WRITE-IN,21,0,0,1,0,0,0,3,0,0,1,0,1,0,2,1,2,1,3,1,0,3,0,0,2,0
23,DALE,COMMISSIONER OF AG. & INDUSTRIES,DEM,"Sparks, Ron",5083,111,48,230,56,115,52,429,86,175,272,7,162,372,267,239,235,550,38,349,174,558,238,105,157,58
23,DALE,COMMISSIONER OF AG. & INDUSTRIES,LIB,"Hulcher, Maude G.",289,2,2,10,5,3,1,37,8,4,18,1,9,20,15,17,19,33,2,15,9,25,8,16,7,3
23,DALE,COMMISSIONER OF AG. & INDUSTRIES,REP,"Alley, J. Lee",5917,167,35,248,81,138,31,445,91,273,331,34,155,448,381,211,351,563,60,316,237,562,319,189,149,102
23,DALE,COMMISSIONER OF AG. & INDUSTRIES,WI,WRITE-IN,21,0,0,0,2,0,0,4,0,0,0,0,0,0,2,1,0,2,1,0,2,4,0,1,2,0
23,DALE,"PUBLIC SERVICE COMMISSION, PLACE #1",DEM,"Cook, Jan",5942,132,54,275,71,124,54,474,89,237,338,8,182,419,337,286,286,630,45,409,196,635,265,131,192,73
23,DALE,"PUBLIC SERVICE COMMISSION, PLACE #1",LIB,"Clark, Dick",318,9,5,9,4,4,2,37,12,6,20,1,8,22,12,10,22,31,3,15,16,28,11,16,8,7
23,DALE,"PUBLIC SERVICE COMMISSION, PLACE #1",REP,"Martin, Charles B.",5268,149,27,208,76,130,27,420,84,227,274,33,143,406,332,179,309,503,55,271,223,503,304,171,128,86
23,DALE,"PUBLIC SERVICE COMMISSION, PLACE #1",WI,WRITE-IN,12,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,1,0,3,0,0,1,0
23,DALE,"PUBLIC SERVICE COMMISSION, PLACE #2",DEM,"Pierce, Greg",3479,92,25,110,32,56,13,330,64,83,191,4,86,287,173,182,144,414,29,267,131,448,164,45,80,29
23,DALE,"PUBLIC SERVICE COMMISSION, PLACE #2",LIB,"Abernathy, Matthew B. ""Cardy""",302,6,3,14,6,7,1,45,7,5,19,1,6,23,12,15,16,24,0,21,13,23,15,8,8,4
23,DALE,"PUBLIC SERVICE COMMISSION, PLACE #2",REP,"Wallace, George C., Jr.",7820,190,61,377,121,196,71,561,116,391,432,37,243,542,495,277,460,727,73,411,287,700,406,267,246,133
23,DALE,"PUBLIC SERVICE COMMISSION, PLACE #2",WI,WRITE-IN,10,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,1,0
23,DALE,"US HOUSE, DISTRICT 2",DEM,"Woods, Charles",2849,80,17,108,24,47,9,255,45,58,164,4,61,220,148,155,131,349,28,214,117,372,122,31,69,21
23,DALE,"US HOUSE, DISTRICT 2",LIB,"Shackelford, Floyd",149,1,3,3,1,3,1,22,7,1,13,1,1,7,13,5,10,13,1,12,2,9,9,4,4,3
23,DALE,"US HOUSE, DISTRICT 2",REP,"Everett, Terry",8878,218,72,400,132,219,77,679,134,428,487,38,284,643,548,323,492,822,74,487,329,817,475,289,264,147
23,DALE,"US HOUSE, DISTRICT 2",WI,WRITE-IN,36,1,0,0,2,1,0,4,1,0,0,0,1,1,0,1,2,6,0,7,2,2,1,1,1,2
23,DALE,"STATE BOE, DISTRICT 2",DEM,"Williams, Charlotte Kirkland",5460,125,45,202,69,109,50,458,83,206,291,8,169,364,306,269,331,582,40,385,183,598,264,93,170,60
23,DALE,"STATE BOE, DISTRICT 2",REP,"Peters, Betty",5997,159,43,279,84,146,30,464,101,264,336,35,172,477,366,204,293,571,62,299,246,567,323,218,151,107
23,DALE,"STATE BOE, DISTRICT 2",WI,WRITE-IN,18,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,2,3,1,1,1,2,0,0,1,0
23,DALE,"STATE SENATE, DISTRICT 29",REP,"Smith, Harri Anne",4319,85,0,0,0,217,0,732,153,0,106,40,0,646,0,11,511,440,40,292,186,475,385,0,0,0
23,DALE,"STATE SENATE, DISTRICT 29",WI,WRITE-IN,73,0,0,0,0,2,0,21,3,0,0,0,0,14,0,0,11,11,0,2,1,7,1,0,0,0
23,DALE,"STATE SENATE, DISTRICT 31",DEM,"Holley, Jimmy W.",3725,121,60,312,80,0,60,0,0,248,279,0,193,0,388,302,0,404,32,248,123,360,60,157,206,92
23,DALE,"STATE SENATE, DISTRICT 31",REP,"White, Gregory B.",2419,70,25,183,69,0,26,0,0,216,228,0,147,0,281,153,0,205,24,100,98,208,48,155,112,71
23,DALE,"STATE SENATE, DISTRICT 31",WI,WRITE-IN,35,0,3,2,3,0,1,0,0,2,4,0,1,0,3,1,0,0,0,3,1,2,3,0,3,3
23,DALE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 89",DEM,"Boothe, Alan",1623,63,56,354,77,0,56,0,0,0,0,17,0,0,278,0,0,157,13,75,45,131,0,197,104,0
23,DALE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 89",WI,WRITE-IN,25,1,0,5,1,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,2,2,0,5,1,0
23,DALE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 93",REP,"Clouse, Steve",7494,177,3,0,0,206,0,714,151,403,508,0,278,628,192,349,517,838,75,520,337,836,465,0,150,147
23,DALE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 93",WI,WRITE-IN,92,1,0,0,0,2,0,19,3,4,9,0,1,10,2,4,4,9,0,4,1,10,9,0,0,0
23,DALE,STATEWIDE AMENDMENT #1,,YES,8333,209,60,352,101,173,62,728,146,318,452,34,230,634,478,310,395,867,85,540,329,874,381,220,239,116
23,DALE,STATEWIDE AMENDMENT #1,,NO,2113,45,16,78,33,50,14,153,31,113,121,5,61,138,135,104,144,196,12,101,70,202,121,75,59,36
23,DALE,STATEWIDE AMENDMENT #2,,YES,4708,120,38,185,52,83,34,449,90,149,250,19,114,346,245,227,208,531,56,331,174,525,215,89,133,45
23,DALE,STATEWIDE AMENDMENT #2,,NO,5145,114,37,211,77,112,37,401,79,235,289,13,153,387,313,171,306,506,33,279,214,486,257,186,149,100
23,DALE,STATEWIDE AMENDMENT #3,,YES,6937,147,63,311,97,142,62,557,112,290,398,24,175,468,424,273,352,731,68,441,258,712,317,202,213,100
23,DALE,STATEWIDE AMENDMENT #3,,NO,2925,71,16,103,29,62,14,270,58,118,154,11,85,255,147,122,172,285,24,172,114,291,163,76,70,43
