Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
52,MORGAN,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 8",DEM,"Dukes, Bill J.",8386,219,0,0,0,622,213,350,271,521,0,243,781,0,350,481,0,0,0,498,164,0,0,0,0,0,0,0,0,357,448,452,0,0,0,251,0,0,0,328,0,0,0,0,0,0,712,0,0,0,0,0,0,0,0,0,0,271,0,452,402
52,MORGAN,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 8",REP,"New, Clay H.",2949,69,0,0,0,259,73,141,22,60,0,8,324,0,162,217,0,0,0,190,41,0,0,0,0,0,0,0,0,167,213,187,0,0,0,87,0,0,0,156,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,48,0,168,179
52,MORGAN,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 8",WI,WRITE-IN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,MORGAN,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 9",DEM,"Grantland, Ronald",7178,124,0,1072,242,0,0,0,0,0,90,0,0,196,0,0,0,0,0,0,0,148,181,0,0,190,301,370,0,0,0,0,257,0,229,0,0,0,0,0,0,511,128,0,0,0,0,0,594,553,765,538,0,0,202,354,133,0,0,0,0
52,MORGAN,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 9",LIB,"Miller, Peter",283,4,0,32,6,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,9,5,0,0,13,21,28,0,0,0,0,5,0,5,0,0,0,0,0,0,23,10,0,0,0,0,0,21,14,22,19,0,0,8,23,7,0,0,0,0
52,MORGAN,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 9",REP,"Coley, Roy",5071,95,0,656,153,0,0,0,0,0,46,0,0,158,0,0,0,0,0,0,0,146,57,0,0,246,272,407,0,0,0,0,182,0,122,0,0,0,0,0,0,243,81,0,0,0,0,0,363,389,517,387,0,0,113,297,141,0,0,0,0
52,MORGAN,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 9",WI,WRITE-IN,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0
52,MORGAN,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 11",DEM,"Maze, Dennis E.",424,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,138,0,90,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0
52,MORGAN,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 11",REP,"Oden, Jeremy H.",969,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,364,0,253,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0
52,MORGAN,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 11",WI,WRITE-IN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,MORGAN,"DISTRICT COURT, MORGAN CO., PLACE #1",DEM,"Breland, David J.",27435,563,168,1432,331,680,239,389,283,550,107,242,845,268,579,831,250,409,720,558,169,205,197,623,720,324,453,504,103,461,560,566,358,126,273,276,372,824,355,393,209,597,160,384,614,726,760,0,799,747,1007,741,234,635,229,457,185,279,457,482,427
52,MORGAN,"DISTRICT COURT, MORGAN CO., PLACE #1",WI,WRITE-IN,335,7,4,11,3,7,1,2,0,2,3,0,7,2,8,10,3,3,5,8,3,1,2,6,4,7,7,10,2,3,11,7,11,1,4,0,3,11,6,10,5,7,1,5,3,12,8,0,10,6,13,16,4,5,7,13,1,2,6,10,6
52,MORGAN,STATEWIDE AMENDMENT #1,,YES,25346,541,130,1258,278,611,191,325,158,266,99,157,814,257,589,824,211,354,818,490,131,192,157,616,663,282,380,609,107,448,529,547,330,107,240,257,349,744,326,351,219,565,163,369,622,716,637,0,714,691,901,707,269,587,249,474,211,218,404,474,420
52,MORGAN,STATEWIDE AMENDMENT #1,,NO,4954,85,26,266,65,116,45,69,10,29,19,10,141,57,73,114,62,87,131,105,20,50,47,79,103,111,120,117,28,79,101,92,71,18,53,34,68,184,100,65,75,116,32,92,99,132,101,0,151,155,193,146,68,133,31,100,45,32,72,60,71
52,MORGAN,STATEWIDE AMENDMENT #2,,YES,11379,220,69,599,126,250,97,158,146,229,47,145,343,110,220,323,93,151,293,210,87,95,71,224,251,133,182,278,40,215,259,227,144,66,97,108,122,315,145,213,96,246,94,155,250,275,296,0,349,314,412,301,107,251,96,218,93,145,156,222,202
52,MORGAN,STATEWIDE AMENDMENT #2,,NO,16832,373,79,822,188,422,125,211,18,63,64,18,568,173,405,532,163,268,586,348,59,126,117,423,464,235,275,380,82,282,339,347,233,46,168,172,272,555,250,178,181,385,89,269,425,512,399,0,455,476,597,501,208,406,160,302,133,97,274,275,259
52,MORGAN,STATEWIDE AMENDMENT #3,,YES,18122,368,89,894,204,414,143,225,151,236,74,142,554,201,388,543,161,238,545,366,99,144,124,444,471,225,307,389,93,319,359,345,280,81,196,195,256,568,246,260,163,400,123,270,435,483,447,0,531,494,653,515,180,390,157,311,132,178,280,349,294
52,MORGAN,STATEWIDE AMENDMENT #3,,NO,9471,185,53,492,102,247,69,132,15,51,34,19,324,84,214,297,89,164,308,177,43,74,61,181,218,149,160,243,34,163,216,216,102,37,89,83,134,288,135,122,108,217,58,154,222,270,232,0,263,275,328,277,132,248,87,201,94,60,147,138,156
52,MORGAN,LOCAL AMENDMENT #1,,YES,20082,411,112,997,245,486,160,257,95,172,66,103,655,204,457,651,169,261,638,413,98,137,136,504,537,235,303,481,77,390,430,409,278,77,188,237,277,590,274,292,151,448,120,273,477,558,497,0,572,576,736,559,193,471,194,367,169,169,327,384,339
52,MORGAN,LOCAL AMENDMENT #1,,NO,8750,208,44,482,94,200,67,115,25,50,47,21,263,103,178,240,102,159,264,165,39,92,61,166,196,141,168,207,50,115,174,183,112,35,94,49,128,294,136,102,125,200,64,159,217,243,208,0,256,231,319,266,128,221,67,168,77,59,122,118,133
