Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
15,CLEBURNE,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",2556,65,84,73,135,29,52,53,265,135,118,357,300,188,117,91,73,86,335
15,CLEBURNE,COURT OF CIVIL APPEALS,WI,WRITE-IN,10,1,0,1,1,0,0,0,2,0,0,2,1,0,1,0,1,0,0
15,CLEBURNE,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",1668,93,28,35,79,37,39,21,155,78,66,289,239,123,53,77,80,27,149
15,CLEBURNE,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",315,6,11,9,21,11,7,9,30,20,15,48,30,16,18,15,17,8,24
15,CLEBURNE,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",2240,61,70,64,109,24,40,47,239,115,100,289,254,170,104,84,67,80,323
15,CLEBURNE,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,6,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0
15,CLEBURNE,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",1872,98,36,45,86,46,41,35,181,80,76,326,269,114,71,87,89,36,156
15,CLEBURNE,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",2265,54,74,62,115,26,42,40,240,126,97,290,250,189,101,84,70,79,326
15,CLEBURNE,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,14,1,0,0,1,0,1,0,1,1,1,1,2,0,0,3,0,0,2
15,CLEBURNE,SECRETARY OF STATE,DEM,"Worley, Nancy L.",2102,107,34,48,100,50,45,30,208,88,83,394,297,138,69,91,102,34,184
15,CLEBURNE,SECRETARY OF STATE,LIB,"Bodenhausen, Mark",114,2,5,6,5,3,3,0,8,8,2,16,10,6,6,5,15,2,12
15,CLEBURNE,SECRETARY OF STATE,REP,"Thomas, Dave",2153,56,76,57,110,21,41,50,223,124,100,258,241,171,104,79,54,82,306
15,CLEBURNE,SECRETARY OF STATE,WI,WRITE-IN,6,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1
15,CLEBURNE,STATE TREASURER,DEM,"Black, Stephen Foster",1881,97,42,48,87,35,44,34,188,80,61,330,270,125,71,75,90,37,167
15,CLEBURNE,STATE TREASURER,LIB,"Garland,Gabe",210,3,6,7,14,5,6,8,23,19,13,26,12,13,8,16,12,1,18
15,CLEBURNE,STATE TREASURER,REP,"Ivey, Kay",2295,61,69,61,115,35,42,40,234,119,112,313,268,179,96,83,69,78,321
15,CLEBURNE,STATE TREASURER,WI,WRITE-IN,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1
15,CLEBURNE,STATE AUDITOR,DEM,"Gibson, Carolyn",1847,102,35,41,77,46,44,23,172,89,81,331,258,119,59,80,92,30,168
15,CLEBURNE,STATE AUDITOR,LIB,"Reeves, Franklin",265,4,8,10,15,5,8,10,28,20,12,31,27,14,12,14,17,8,22
15,CLEBURNE,STATE AUDITOR,REP,"Chapman, Beth",2176,60,70,59,119,25,34,46,238,106,86,282,246,179,104,79,55,75,313
15,CLEBURNE,STATE AUDITOR,WI,WRITE-IN,10,0,1,0,0,0,1,0,0,0,1,2,1,0,0,1,1,0,2
15,CLEBURNE,COMMISSIONER OF AG. & INDUSTRIES,DEM,"Sparks, Ron",2135,107,49,51,96,50,46,27,214,102,90,356,301,134,73,93,102,35,209
15,CLEBURNE,COMMISSIONER OF AG. & INDUSTRIES,LIB,"Hulcher, Maude G.",171,3,5,6,4,5,10,3,17,12,10,23,22,8,6,7,16,1,13
15,CLEBURNE,COMMISSIONER OF AG. & INDUSTRIES,REP,"Alley, J. Lee",2016,55,60,54,111,24,31,50,206,103,81,266,208,172,100,72,52,80,291
15,CLEBURNE,COMMISSIONER OF AG. & INDUSTRIES,WI,WRITE-IN,4,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
15,CLEBURNE,"PUBLIC SERVICE COMMISSION, PLACE #1",DEM,"Cook, Jan",2295,118,46,59,98,50,47,38,233,103,89,413,333,143,69,97,93,42,224
15,CLEBURNE,"PUBLIC SERVICE COMMISSION, PLACE #1",LIB,"Clark, Dick",213,3,5,6,14,5,6,2,19,17,14,27,24,8,14,9,20,2,18
15,CLEBURNE,"PUBLIC SERVICE COMMISSION, PLACE #1",REP,"Martin, Charles B.",1899,46,65,51,107,23,34,40,196,102,78,237,190,165,95,68,55,75,272
15,CLEBURNE,"PUBLIC SERVICE COMMISSION, PLACE #1",WI,WRITE-IN,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
15,CLEBURNE,"PUBLIC SERVICE COMMISSION, PLACE #2",DEM,"Pierce, Greg",1412,80,19,33,66,29,36,21,155,67,41,265,185,85,35,65,72,24,134
15,CLEBURNE,"PUBLIC SERVICE COMMISSION, PLACE #2",LIB,"Abernathy, Matthew B. ""Cardy""",157,3,6,5,9,5,5,3,11,10,10,19,19,7,8,11,10,4,12
15,CLEBURNE,"PUBLIC SERVICE COMMISSION, PLACE #2",REP,"Wallace, George C., Jr.",2971,91,99,80,156,45,52,60,287,150,140,401,353,229,146,97,93,94,398
15,CLEBURNE,"PUBLIC SERVICE COMMISSION, PLACE #2",WI,WRITE-IN,9,1,0,1,0,1,1,0,1,0,1,0,3,0,0,0,0,0,0
15,CLEBURNE,"US HOUSE, DISTRICT 3",DEM,"Turnham, Joe",1581,89,23,37,73,29,39,29,148,70,57,296,221,103,45,71,85,27,139
15,CLEBURNE,"US HOUSE, DISTRICT 3",LIB,"Crispin, George",100,1,5,2,2,5,1,3,6,8,6,13,13,4,3,7,9,3,9
15,CLEBURNE,"US HOUSE, DISTRICT 3",REP,Rogers. Mike,3123,97,103,89,167,52,59,56,329,172,139,420,361,226,146,99,81,101,426
15,CLEBURNE,"US HOUSE, DISTRICT 3",WI,WRITE-IN,7,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2
15,CLEBURNE,"STATE SENATE, DISTRICT 13",DEM,"Dial, Gerald",3460,140,74,91,175,54,75,70,365,174,145,569,452,219,126,138,134,76,383
15,CLEBURNE,"STATE SENATE, DISTRICT 13",WI,WRITE-IN,56,1,1,1,2,0,0,0,2,3,3,10,2,5,9,2,3,3,9
15,CLEBURNE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 39",DEM,"Lindsey, Richard J.",3274,138,71,84,169,53,68,63,333,169,146,529,425,214,120,133,124,71,364
15,CLEBURNE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 39",WI,WRITE-IN,39,1,0,2,1,0,0,0,0,4,2,6,4,1,6,0,3,2,7
15,CLEBURNE,"CIRCUIT COURT, DISTRICT 7, PLACE #4",REP,"Hughes, Jack W.",3083,104,91,75,152,44,56,63,302,153,153,444,388,220,140,129,114,95,360
15,CLEBURNE,"CIRCUIT COURT, DISTRICT 7, PLACE #4",WI,WRITE-IN,31,0,0,0,2,1,1,0,7,2,2,4,2,0,4,3,1,0,2
15,CLEBURNE,"DISTRICT COURT, CLEBURNE CO.",DEM,"Sarrell, Warren Glea, Jr.",3454,146,79,89,174,50,67,66,350,169,156,584,468,214,132,136,133,79,362
15,CLEBURNE,"DISTRICT COURT, CLEBURNE CO.",WI,WRITE-IN,90,1,1,3,4,1,2,2,8,8,5,13,8,0,6,5,5,4,14
15,CLEBURNE,STATEWIDE AMENDMENT #1,,YES,2866,104,79,67,128,77,54,51,317,131,134,436,342,176,115,123,112,82,338
15,CLEBURNE,STATEWIDE AMENDMENT #1,,NO,851,27,24,35,39,9,18,21,57,55,38,126,119,57,39,30,39,25,93
15,CLEBURNE,STATEWIDE AMENDMENT #2,,YES,1776,60,41,44,71,16,26,33,211,88,97,296,243,99,76,64,60,39,212
15,CLEBURNE,STATEWIDE AMENDMENT #2,,NO,1666,60,53,55,82,68,35,39,132,85,62,244,196,115,63,73,79,59,166
15,CLEBURNE,STATEWIDE AMENDMENT #3,,YES,2179,63,62,58,98,38,39,39,252,94,93,350,259,138,91,86,72,62,285
15,CLEBURNE,STATEWIDE AMENDMENT #3,,NO,1276,46,34,37,67,29,28,33,96,78,61,191,168,79,61,48,62,35,123
