Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59
08,CALHOUN,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 40",REP,"Brooks, Pete",5184,5180,112,0,0,591,0,0,0,0,0,0,0,0,322,35,0,0,180,0,0,328,0,154,255,0,297,0,0,117,592,191,0,0,373,339,0,0,0,0,0,50,116,101,46,206,155,0,0,0,221,0,180,219,0
08,CALHOUN,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 40",WI,WRITE-IN,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
08,CALHOUN,"CIRCUIT COURT, DISTRICT 07, PLACE #4",REP,"Hughes, Jack W.",21522,21507,461,486,514,978,68,453,155,272,83,157,992,648,445,80,1014,248,265,193,204,482,324,221,370,722,518,194,93,216,815,330,625,144,582,564,350,322,316,671,496,138,294,283,166,310,244,1178,578,539,333,668,268,351,86
08,CALHOUN,"CIRCUIT COURT, DISTRICT 07, PLACE #4",WI,WRITE-IN,445,445,2,9,10,13,7,13,10,9,5,6,15,10,9,2,27,10,0,5,6,6,10,1,7,11,12,6,5,4,7,19,10,10,22,19,10,8,6,9,2,3,9,1,4,4,5,24,9,7,6,9,2,1,9
08,CALHOUN,"DISTRICT COURT, CALHOUN CO., PLACE #1",DEM,"Crow, Allen",18418,18411,347,375,404,702,385,494,381,229,268,405,768,491,287,78,796,284,188,184,144,292,287,150,272,475,377,186,212,163,534,260,463,386,432,440,255,275,284,487,373,172,262,245,152,202,177,868,446,410,243,578,211,233,399
08,CALHOUN,"DISTRICT COURT, CALHOUN CO., PLACE #1",REP,"Semmes, Sara C.",13769,13759,304,309,326,680,29,237,109,156,39,109,586,399,328,69,631,160,186,132,137,315,207,154,257,442,354,112,45,162,589,195,352,77,372,419,214,199,195,433,326,87,202,189,111,216,162,685,347,286,254,408,173,249,45
08,CALHOUN,"DISTRICT COURT, CALHOUN CO., PLACE #1",WI,WRITE-IN,35,35,2,1,0,2,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,3,2,0,1,1,3,1,0,1,0,0,0,2,1,0,0,0,2,0,0,0,1,1,0,2
08,CALHOUN,STATEWIDE AMENDMENT #1,,YES,22843,22832,471,498,525,952,172,558,312,302,190,293,1059,650,461,95,965,301,266,243,184,438,342,238,377,704,539,203,189,230,918,365,590,282,625,574,330,326,306,608,474,154,313,278,164,288,238,1162,593,558,356,646,288,315,324
08,CALHOUN,STATEWIDE AMENDMENT #1,,NO,4446,4445,73,96,100,227,21,84,39,38,32,46,151,129,107,21,251,61,49,31,49,96,75,41,86,109,97,47,13,78,83,51,112,47,90,151,82,70,72,164,102,48,62,63,37,72,56,229,98,74,79,177,56,99,24
08,CALHOUN,STATEWIDE AMENDMENT #2,,YES,14132,14130,256,266,310,545,158,355,252,184,169,247,607,383,258,64,592,197,162,162,92,258,211,127,227,432,379,129,167,125,512,247,343,238,395,353,196,216,189,374,264,103,198,165,102,152,152,720,353,305,215,389,161,192,282
08,CALHOUN,STATEWIDE AMENDMENT #2,,NO,10905,10895,243,285,262,526,33,236,79,128,50,85,453,303,268,41,559,137,134,84,128,221,160,136,193,309,220,110,27,153,427,148,286,81,270,313,176,139,151,333,250,86,139,138,84,187,118,551,280,247,188,344,142,195,59
08,CALHOUN,STATEWIDE AMENDMENT #3,,YES,15361,15352,291,312,337,655,142,388,242,186,151,247,645,413,301,76,613,198,185,165,137,306,215,151,275,476,384,146,148,157,559,250,374,224,400,394,225,227,203,421,313,98,211,187,116,198,168,722,373,362,270,422,207,220,266
08,CALHOUN,STATEWIDE AMENDMENT #3,,NO,9244,9243,188,224,217,398,47,201,89,105,60,83,374,263,201,31,503,130,103,87,87,173,163,114,137,244,209,91,41,123,346,138,231,95,251,278,152,132,142,279,184,87,117,117,68,137,96,512,243,187,131,307,99,157,71
08,CALHOUN,LOCAL AMENDMENT #1,,YES,14921,14915,262,292,333,594,138,384,258,209,154,245,645,393,291,65,548,211,172,165,99,269,218,132,250,486,372,132,159,139,658,267,373,233,419,324,195,223,217,399,325,86,200,169,110,154,143,744,397,370,222,406,171,218,277
08,CALHOUN,LOCAL AMENDMENT #1,,NO,11553,11545,277,282,277,545,40,239,79,114,60,78,512,346,266,45,647,133,137,102,128,250,182,141,202,322,250,118,34,154,329,135,295,95,287,389,199,161,147,346,223,110,155,160,94,197,145,595,284,230,213,397,141,199,59
