Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
53,PERRY,LIEUTENANT GOVERNOR,WI,WRITE-IN,11,0,1,0,1,2,0,0,0,2,0,1,2,2,0,0,0,0
53,PERRY,UNITED STATES SENATOR,DEM,"Parker, Susan",3455,676,117,251,436,119,73,71,58,504,288,194,37,61,21,160,136,253
53,PERRY,UNITED STATES SENATOR,LIB,"Allen, Jeff",28,2,1,5,5,2,0,4,0,0,3,0,1,1,1,1,1,1
53,PERRY,UNITED STATES SENATOR,REP,"Sessions, Jeff",1417,150,82,29,44,94,3,141,90,99,268,134,56,59,51,28,46,43
53,PERRY,UNITED STATES SENATOR,WI,WRITE-IN,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
53,PERRY,ATTORNEY GENERAL,DEM,"Whigham, Boyd",3428,684,123,248,424,121,73,67,52,507,274,190,35,66,19,157,131,257
53,PERRY,ATTORNEY GENERAL,LIB,"Myers, Wilson",58,0,1,10,12,0,1,4,2,5,6,3,3,2,0,2,5,2
53,PERRY,ATTORNEY GENERAL,REP,"Pryor, Bill",1353,137,74,23,46,93,2,137,93,88,267,133,52,47,53,28,45,35
53,PERRY,ATTORNEY GENERAL,WI,WRITE-IN,7,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,1
53,PERRY,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",3553,687,122,254,437,127,74,84,64,511,301,197,41,68,28,161,138,259
53,PERRY,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",29,2,0,3,5,0,0,0,2,1,5,1,2,0,2,2,2,2
53,PERRY,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",1225,130,72,18,33,85,1,125,77,83,250,126,46,46,40,22,37,34
53,PERRY,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
53,PERRY,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",3383,670,118,243,436,121,73,56,46,503,267,186,33,60,19,161,139,252
53,PERRY,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",1354,140,76,27,33,86,1,149,94,88,279,131,53,50,46,23,37,41
53,PERRY,COURT OF CIVIL APPEALS,WI,WRITE-IN,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
53,PERRY,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",3355,666,116,243,427,124,73,51,43,499,267,188,33,60,19,160,135,251
53,PERRY,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",124,7,1,13,14,3,1,12,16,9,15,3,4,3,8,5,7,3
53,PERRY,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",1244,139,77,16,26,81,1,139,81,84,261,121,46,46,37,18,34,37
53,PERRY,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
53,PERRY,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",3541,683,127,253,438,136,74,62,57,510,300,203,43,67,27,165,138,258
53,PERRY,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",1113,120,64,17,25,71,1,130,78,81,231,102,38,35,34,20,34,32
53,PERRY,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,4,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0
53,PERRY,SECRETARY OF STATE,DEM,"Worley, Nancy L.",3649,702,129,250,443,137,75,86,61,510,329,212,48,75,24,166,142,260
53,PERRY,SECRETARY OF STATE,LIB,"Bodenhausen, Mark",34,1,0,6,7,0,0,1,0,3,6,0,0,1,2,3,2,2
53,PERRY,SECRETARY OF STATE,REP,"Thomas, Dave",1092,112,67,16,25,73,0,119,77,83,218,104,37,40,41,17,32,31
53,PERRY,SECRETARY OF STATE,WI,WRITE-IN,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
53,PERRY,STATE TREASURER,DEM,"Black, Stephen Foster",3536,684,121,250,446,125,75,78,54,512,277,211,46,67,27,160,144,259
53,PERRY,STATE TREASURER,LIB,"Garland,Gabe",31,0,0,3,7,2,0,1,1,0,4,0,2,1,3,1,4,2
53,PERRY,STATE TREASURER,REP,"Ivey, Kay",1255,139,75,19,20,85,0,131,93,82,273,117,41,48,41,24,33,34
53,PERRY,STATE TREASURER,WI,WRITE-IN,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
53,PERRY,STATE AUDITOR,DEM,"Gibson, Carolyn",3495,690,118,253,441,129,74,66,53,506,279,196,44,64,19,161,141,261
53,PERRY,STATE AUDITOR,LIB,"Reeves, Franklin",70,5,1,7,12,1,0,6,2,4,8,1,4,2,4,8,4,1
53,PERRY,STATE AUDITOR,REP,"Chapman, Beth",1181,122,78,12,16,77,1,130,86,83,258,118,38,43,43,14,32,30
53,PERRY,STATE AUDITOR,WI,WRITE-IN,6,0,0,1,0,0,0,0,2,1,0,1,0,0,0,1,0,0
53,PERRY,COMMISSIONER OF AG. & INDUSTRIES,DEM,"Sparks, Ron",3718,686,130,256,443,143,74,104,66,515,333,221,56,73,36,173,149,260
53,PERRY,COMMISSIONER OF AG. & INDUSTRIES,LIB,"Hulcher, Maude G.",50,2,0,7,9,0,0,6,1,3,11,0,1,2,1,1,3,3
53,PERRY,COMMISSIONER OF AG. & INDUSTRIES,REP,"Alley, J. Lee",1010,131,67,11,19,65,1,95,75,76,204,99,29,38,31,11,28,30
53,PERRY,COMMISSIONER OF AG. & INDUSTRIES,WI,WRITE-IN,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
53,PERRY,"PUBLIC SERVICE COMMISSION, PLACE #1",DEM,"Cook, Jan",3843,711,132,261,448,153,75,117,81,526,351,233,56,84,36,169,149,261
53,PERRY,"PUBLIC SERVICE COMMISSION, PLACE #1",LIB,"Clark, Dick",42,0,0,6,7,0,0,4,3,4,5,1,1,2,2,4,1,2
53,PERRY,"PUBLIC SERVICE COMMISSION, PLACE #1",REP,"Martin, Charles B.",916,110,63,8,18,57,0,87,61,66,193,88,33,29,32,13,28,30
53,PERRY,"PUBLIC SERVICE COMMISSION, PLACE #1",WI,WRITE-IN,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
53,PERRY,"PUBLIC SERVICE COMMISSION, PLACE #2",DEM,"Pierce, Greg",3335,666,115,242,420,120,73,49,41,500,268,192,33,60,18,152,134,252
53,PERRY,"PUBLIC SERVICE COMMISSION, PLACE #2",LIB,"Abernathy, Matthew B. ""Cardy""",68,5,0,12,11,0,0,4,1,3,8,5,1,0,3,11,2,2
53,PERRY,"PUBLIC SERVICE COMMISSION, PLACE #2",REP,"Wallace, George C., Jr.",1411,149,82,20,42,89,2,157,106,91,274,129,58,58,48,23,42,41
53,PERRY,"PUBLIC SERVICE COMMISSION, PLACE #2",WI,WRITE-IN,4,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
53,PERRY,"US HOUSE, CONGRESSIONAL DISTRICT 7",DEM,"Davis, Artur",4246,758,157,263,467,182,75,139,105,557,461,260,66,101,46,171,162,276
53,PERRY,"US HOUSE, CONGRESSIONAL DISTRICT 7",LIB,"McCay, Lauren Orth",246,17,12,14,8,17,0,50,16,13,23,27,9,7,11,9,7,6
53,PERRY,"US HOUSE, CONGRESSIONAL DISTRICT 7",WI,WRITE-IN,8,0,0,0,0,0,0,0,1,1,4,1,0,1,0,0,0,0
53,PERRY,"STATE SENATE, DISTRICT 23",DEM,"Sanders, Hank",1369,174,83,263,449,0,77,0,0,0,0,4,0,0,0,172,147,0
53,PERRY,"STATE SENATE, DISTRICT 23",LIB,"Motes, Richard",138,11,30,20,31,0,0,0,0,0,0,3,0,0,0,12,31,0
53,PERRY,"STATE SENATE, DISTRICT 23",WI,WRITE-IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,PERRY,"STATE SENATE, DISTRICT 24",DEM,"Steele, Charles, Jr.",2476,524,42,0,0,176,0,115,82,538,346,224,54,85,28,0,0,262
53,PERRY,"STATE SENATE, DISTRICT 24",WI,WRITE-IN,29,2,0,0,0,2,0,7,0,6,6,4,1,0,1,0,0,0
53,PERRY,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 72",DEM,"Singleton, Bobby",3858,698,138,267,466,182,75,103,77,527,340,230,55,81,30,174,152,263
53,PERRY,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 72",WI,WRITE-IN,39,2,1,1,0,0,0,10,0,11,6,3,1,1,1,2,0,0
53,PERRY,STATEWIDE AMENDMENT #1,,YES,3350,602,150,172,280,151,18,120,91,464,406,219,58,74,51,139,127,228
53,PERRY,STATEWIDE AMENDMENT #1,,NO,455,56,21,11,18,27,2,58,19,42,75,44,12,12,13,8,19,18
53,PERRY,STATEWIDE AMENDMENT #2,,YES,2754,524,112,162,273,114,18,73,47,434,271,161,39,49,24,132,111,210
53,PERRY,STATEWIDE AMENDMENT #2,,NO,854,87,50,13,18,57,2,88,56,68,174,88,27,28,34,12,29,23
53,PERRY,STATEWIDE AMENDMENT #3,,YES,3116,538,143,160,265,144,18,114,84,450,364,199,50,68,47,134,117,221
53,PERRY,STATEWIDE AMENDMENT #3,,NO,515,64,19,15,27,31,1,57,22,42,89,52,15,16,14,10,26,15
53,PERRY,LOCAL AMENDMENT #1,,YES,2781,583,122,144,241,111,17,75,60,422,276,176,43,47,30,117,96,221
53,PERRY,LOCAL AMENDMENT #1,,NO,937,108,40,18,31,67,3,99,52,82,187,87,24,31,30,15,31,32
