Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53
56,RANDOLPH,LIEUTENANT GOVERNOR,WI,WRITE-IN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,RANDOLPH,UNITED STATES SENATOR,DEM,"Parker, Susan",2916,177,33,64,26,43,41,59,70,59,50,57,46,31,28,42,105,78,96,88,50,66,8,36,0,37,78,26,77,7,24,36,124,66,21,3,25,80,141,76,127,76,299,36,33,54,37,28,52
56,RANDOLPH,UNITED STATES SENATOR,LIB,"Allen, Jeff",131,4,4,4,0,5,2,6,4,1,7,4,6,1,1,5,3,1,5,1,1,1,0,2,0,2,2,1,6,1,1,0,6,1,1,0,1,4,9,3,0,2,3,3,1,2,3,1,10
56,RANDOLPH,UNITED STATES SENATOR,REP,"Sessions, Jeff",4261,135,71,45,51,131,109,96,102,151,94,81,145,74,36,103,136,100,94,106,114,53,16,22,0,101,172,25,144,47,41,98,219,48,40,11,34,107,176,221,20,29,105,75,81,80,99,78,145
56,RANDOLPH,UNITED STATES SENATOR,WI,WRITE-IN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,RANDOLPH,ATTORNEY GENERAL,DEM,"Whigham, Boyd",2827,169,34,61,24,41,42,53,71,57,41,54,53,30,22,43,97,69,76,79,45,71,8,35,0,33,72,27,89,11,22,38,137,66,17,2,25,80,141,68,124,70,297,36,37,49,38,27,46
56,RANDOLPH,ATTORNEY GENERAL,LIB,"Myers, Wilson",184,5,3,7,3,7,9,4,4,4,7,3,5,2,1,5,4,4,4,6,2,1,0,4,0,7,3,2,4,4,1,3,5,1,1,0,4,2,9,6,1,3,5,6,6,2,1,4,10
56,RANDOLPH,ATTORNEY GENERAL,REP,"Pryor, Bill",3876,132,65,44,44,122,91,94,81,141,87,73,124,66,33,89,128,98,96,98,106,46,14,18,0,88,158,22,126,40,42,86,194,43,38,11,29,96,164,210,20,32,91,63,63,80,93,68,129
56,RANDOLPH,ATTORNEY GENERAL,WI,WRITE-IN,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56,RANDOLPH,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",3243,185,34,68,31,54,52,64,71,69,51,65,69,39,24,54,108,71,89,93,52,72,9,37,0,45,88,31,105,15,31,48,151,65,23,1,30,86,164,112,129,73,308,39,42,56,50,36,54
56,RANDOLPH,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",199,7,4,5,1,5,6,7,8,2,8,4,8,0,1,6,6,5,8,5,3,2,1,3,0,9,4,0,5,3,0,3,7,5,1,0,1,3,8,4,1,4,5,4,8,7,2,1,9
56,RANDOLPH,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",3364,113,57,34,39,105,81,79,77,129,69,54,109,59,30,73,117,92,78,83,94,39,13,16,0,75,135,20,104,36,33,76,173,39,32,11,25,93,139,165,13,27,79,64,55,66,78,61,125
56,RANDOLPH,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56,RANDOLPH,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",3060,181,35,69,31,51,43,56,73,54,52,58,58,31,25,57,111,74,87,83,50,68,9,38,0,35,77,29,98,13,26,48,137,67,23,2,28,84,153,81,126,75,303,44,45,47,43,30,52
56,RANDOLPH,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",3548,119,61,36,38,108,92,87,74,132,82,63,113,64,30,78,103,88,83,91,92,40,13,18,0,90,133,19,110,40,35,76,186,41,32,10,26,92,152,194,19,27,83,64,60,78,87,62,127
56,RANDOLPH,COURT OF CIVIL APPEALS,WI,WRITE-IN,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
56,RANDOLPH,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",2945,176,30,59,31,52,52,56,68,54,48,54,57,28,24,50,97,70,75,81,52,68,7,35,0,33,79,31,91,10,25,46,132,65,22,1,28,80,147,87,125,71,296,40,39,45,47,27,54
56,RANDOLPH,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",308,10,3,14,5,14,9,7,12,6,13,5,16,6,2,6,6,5,8,8,4,4,3,3,0,9,5,0,11,5,0,6,21,3,1,0,2,2,15,7,3,5,8,3,7,7,4,3,12
56,RANDOLPH,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",3265,108,60,33,30,91,75,82,66,121,71,56,95,60,29,71,108,85,79,80,85,39,12,19,0,76,124,16,105,39,35,71,172,39,27,10,24,91,140,174,16,25,82,63,58,75,75,60,113
56,RANDOLPH,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
56,RANDOLPH,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",3220,186,31,72,34,63,52,60,80,61,50,64,62,36,27,57,110,77,77,79,59,73,8,37,0,44,78,31,105,16,25,53,141,71,23,2,30,82,176,101,127,72,306,44,41,55,52,33,57
56,RANDOLPH,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",3088,106,59,30,31,92,81,80,63,119,74,53,97,55,29,69,103,78,87,89,77,36,14,19,0,70,121,16,103,37,35,67,175,37,28,10,24,89,122,59,17,29,79,60,59,69,73,55,113
56,RANDOLPH,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,RANDOLPH,SECRETARY OF STATE,DEM,"Worley, Nancy L.",3508,199,30,72,34,57,59,63,88,69,59,74,77,42,27,64,120,82,103,101,61,78,11,41,0,49,101,34,108,15,29,58,176,68,30,3,32,91,166,124,129,79,308,43,45,63,52,33,61
56,RANDOLPH,SECRETARY OF STATE,LIB,"Bodenhausen, Mark",126,2,2,3,3,8,10,2,4,2,7,1,6,0,2,4,3,4,4,2,3,1,0,2,0,3,2,0,7,2,0,1,2,0,0,0,0,2,5,3,2,1,2,0,2,4,1,3,9
56,RANDOLPH,SECRETARY OF STATE,REP,"Thomas, Dave",3112,104,64,32,30,94,72,81,63,118,69,48,97,56,28,68,94,81,72,77,78,37,10,14,0,69,125,18,95,37,35,66,155,41,26,10,25,85,132,152,15,24,79,65,58,64,78,59,112
56,RANDOLPH,SECRETARY OF STATE,WI,WRITE-IN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
56,RANDOLPH,STATE TREASURER,DEM,"Black, Stephen Foster",3252,184,38,65,32,70,49,66,84,65,51,61,73,39,22,51,112,77,87,94,54,73,10,36,0,47,89,31,92,13,25,50,153,64,21,2,31,80,157,102,133,76,308,42,41,54,48,41,59
56,RANDOLPH,STATE TREASURER,LIB,"Garland,Gabe",190,2,3,7,3,6,10,3,8,6,8,2,12,3,1,5,8,4,9,3,1,2,1,1,0,5,5,0,6,3,2,3,10,1,0,0,1,3,10,7,0,0,1,2,5,5,2,2,9
56,RANDOLPH,STATE TREASURER,REP,"Ivey, Kay",3279,119,55,34,34,90,78,78,62,118,75,54,89,56,33,76,105,85,79,81,89,38,10,19,0,74,131,18,112,38,36,73,169,44,34,9,23,98,141,168,12,29,77,65,57,68,76,56,114
56,RANDOLPH,STATE TREASURER,WI,WRITE-IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,RANDOLPH,STATE AUDITOR,DEM,"Gibson, Carolyn",3184,181,36,66,38,59,44,62,74,65,55,60,70,36,25,59,105,71,86,83,58,76,10,37,0,41,83,32,94,13,29,43,143,64,24,2,28,89,162,103,126,71,305,40,43,51,49,34,59
56,RANDOLPH,STATE AUDITOR,LIB,"Reeves, Franklin",238,8,3,6,4,11,14,5,6,5,8,2,11,2,2,5,8,4,6,4,3,0,1,1,0,12,6,1,10,3,0,5,13,4,0,0,1,3,8,6,3,1,4,3,8,8,5,4,11
56,RANDOLPH,STATE AUDITOR,REP,"Chapman, Beth",3181,113,59,34,25,91,81,77,68,117,67,53,89,59,30,68,104,85,78,84,80,35,9,18,0,67,125,17,102,38,34,74,168,41,29,9,24,88,134,164,13,33,76,62,52,67,71,58,111
56,RANDOLPH,STATE AUDITOR,WI,WRITE-IN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56,RANDOLPH,COMMISSIONER OF AG. & INDUSTRIES,DEM,"Sparks, Ron",3674,199,46,75,46,82,58,66,94,75,70,75,81,43,26,71,108,82,93,96,66,76,14,39,0,56,118,32,114,12,28,57,174,76,28,3,31,101,179,120,129,76,313,53,47,61,59,47,79
56,RANDOLPH,COMMISSIONER OF AG. & INDUSTRIES,LIB,"Hulcher, Maude G.",164,7,1,4,0,7,4,4,5,3,6,5,6,1,2,6,7,6,7,3,2,2,0,1,0,5,2,0,9,3,2,4,9,2,0,0,0,1,7,6,3,2,2,1,2,3,1,2,9
56,RANDOLPH,COMMISSIONER OF AG. & INDUSTRIES,REP,"Alley, J. Lee",2937,98,54,30,24,77,81,79,63,119,61,45,88,55,28,61,110,76,75,75,77,38,10,18,0,61,105,17,88,39,33,65,144,31,27,10,21,79,119,149,13,25,73,53,52,64,72,53,102
56,RANDOLPH,COMMISSIONER OF AG. & INDUSTRIES,WI,WRITE-IN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56,RANDOLPH,"PUBLIC SERVICE COMMISSION, PLACE #1",DEM,"Cook, Jan",3904,210,45,72,42,86,76,71,91,81,72,70,83,49,32,75,129,93,105,106,77,81,12,36,0,50,131,37,128,19,28,63,179,78,36,4,35,108,189,131,129,76,325,51,49,65,62,50,87
56,RANDOLPH,"PUBLIC SERVICE COMMISSION, PLACE #1",LIB,"Clark, Dick",205,4,4,8,1,8,6,3,7,2,12,2,11,2,1,10,9,3,10,3,3,2,1,2,0,4,2,1,6,3,1,4,10,4,0,0,0,4,8,2,2,4,5,5,5,6,4,1,10
56,RANDOLPH,"PUBLIC SERVICE COMMISSION, PLACE #1",REP,"Martin, Charles B.",2727,93,54,27,27,69,62,76,60,111,53,48,87,50,27,58,88,71,66,69,69,32,8,17,0,60,98,12,84,33,33,60,144,30,23,10,21,72,112,141,15,25,64,55,49,61,61,46,96
56,RANDOLPH,"PUBLIC SERVICE COMMISSION, PLACE #1",WI,WRITE-IN,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,RANDOLPH,"PUBLIC SERVICE COMMISSION, PLACE #2",DEM,"Pierce, Greg",2744,169,33,57,27,39,45,63,69,54,38,51,53,28,23,45,91,66,77,77,46,58,8,35,0,30,68,31,79,10,24,37,124,60,22,4,22,62,137,65,127,66,293,37,36,46,39,26,47
56,RANDOLPH,"PUBLIC SERVICE COMMISSION, PLACE #2",LIB,"Abernathy, Matthew B. ""Cardy""",161,8,2,4,2,3,7,3,5,4,7,2,7,1,1,5,8,2,4,6,4,1,1,1,0,4,5,1,4,4,0,1,10,2,0,0,2,4,8,4,1,3,4,0,2,3,2,1,8
56,RANDOLPH,"PUBLIC SERVICE COMMISSION, PLACE #2",REP,"Wallace, George C., Jr.",4020,132,70,45,46,130,92,85,85,139,94,76,123,69,40,95,126,100,99,95,105,56,15,21,0,91,161,20,139,40,40,87,205,47,38,10,32,117,169,211,19,34,95,75,67,84,87,70,144
56,RANDOLPH,"PUBLIC SERVICE COMMISSION, PLACE #2",WI,WRITE-IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,RANDOLPH,"US HOUSE, CONGRESSIONAL DISTRICT 3",DEM,"Turnham, Joe",3287,193,33,64,30,46,59,59,79,61,52,57,58,33,35,55,126,75,103,97,64,73,8,37,0,37,111,37,100,14,31,45,156,71,26,3,31,83,168,99,128,70,310,41,40,54,50,29,56
56,RANDOLPH,"US HOUSE, CONGRESSIONAL DISTRICT 3",LIB,"Crispin, George",108,3,2,3,0,8,3,3,3,3,6,1,4,1,0,8,2,2,4,2,3,1,0,1,0,5,2,1,3,1,0,2,3,0,0,0,0,2,7,5,0,1,1,2,1,2,0,1,6
56,RANDOLPH,"US HOUSE, CONGRESSIONAL DISTRICT 3",REP,Rogers. Mike,3964,122,75,48,50,131,90,90,101,154,92,84,138,75,33,91,118,100,90,93,97,55,16,20,0,98,140,18,129,41,37,86,188,45,37,10,31,104,157,200,19,35,92,72,68,80,89,75,148
56,RANDOLPH,"US HOUSE, CONGRESSIONAL DISTRICT 3",WI,WRITE-IN,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,RANDOLPH,"STATE BOE, DISTRICT 2",DEM,"Williams, Charlotte Kirkland",3388,187,31,73,35,61,50,63,87,64,53,71,77,39,30,53,107,79,87,92,62,70,11,36,0,42,120,34,60,15,27,49,148,74,26,2,32,91,176,109,131,72,312,45,47,54,55,36,63
56,RANDOLPH,"STATE BOE, DISTRICT 2",REP,"Peters, Betty",3038,109,59,30,30,89,82,76,60,114,72,46,87,55,28,69,108,81,78,74,74,35,10,18,0,67,103,18,13,36,33,71,165,33,28,9,24,79,119,149,15,30,74,62,53,68,66,49,109
56,RANDOLPH,"STATE BOE, DISTRICT 2",WI,WRITE-IN,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
56,RANDOLPH,"STATE SENATE, DISTRICT 13",DEM,"Dial, Gerald",5598,262,73,91,65,130,99,99,137,161,101,103,139,89,45,114,167,134,148,146,114,91,14,45,0,96,203,46,181,39,55,107,279,99,47,7,49,140,271,224,140,92,366,84,83,104,93,81,132
56,RANDOLPH,"STATE SENATE, DISTRICT 13",WI,WRITE-IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,RANDOLPH,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 37",DEM,"Laird, Richard",5518,252,64,84,60,123,87,87,150,153,97,103,163,94,48,124,150,115,145,136,116,96,15,47,0,92,185,43,184,42,50,105,273,99,49,6,51,134,274,234,139,92,364,92,92,104,109,69,121
56,RANDOLPH,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 37",REP,"Creed, Wayne J.",1852,67,44,29,16,53,62,62,34,64,50,46,41,22,20,35,89,60,47,55,54,34,11,11,0,42,71,11,49,14,19,33,76,17,16,7,11,55,54,65,8,15,42,27,27,36,31,33,85
56,RANDOLPH,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 37",WI,WRITE-IN,8,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
56,RANDOLPH,STATEWIDE AMENDMENT #1,,YES,4683,206,31,29,39,103,95,93,108,154,98,38,113,57,36,99,168,126,118,123,109,81,15,39,0,83,163,39,145,41,45,99,259,75,48,9,37,117,217,213,107,82,312,77,71,92,80,80,114
56,RANDOLPH,STATEWIDE AMENDMENT #1,,NO,1245,43,37,57,19,42,33,31,23,25,25,51,53,35,12,28,30,25,25,31,19,11,6,9,0,27,41,8,41,12,15,22,41,18,7,3,15,36,42,35,14,12,23,22,20,29,22,20,50
56,RANDOLPH,STATEWIDE AMENDMENT #2,,YES,2917,137,59,45,21,56,42,64,69,72,61,78,62,39,21,53,101,76,79,79,57,64,12,31,0,44,76,32,80,15,22,54,140,39,24,6,18,74,128,116,101,63,264,35,34,43,35,36,60
56,RANDOLPH,STATEWIDE AMENDMENT #2,,NO,2767,100,14,37,37,72,75,60,60,86,59,25,96,45,28,64,90,70,61,71,71,25,9,19,0,60,114,13,96,36,35,58,149,53,28,4,28,66,117,120,22,25,70,63,56,73,69,51,87
56,RANDOLPH,STATEWIDE AMENDMENT #3,,YES,4305,135,43,49,42,90,75,77,99,143,98,53,217,55,38,90,142,106,110,117,87,65,12,32,0,79,128,34,119,36,43,81,219,59,37,11,37,128,194,187,99,68,294,67,68,78,86,57,121
56,RANDOLPH,STATEWIDE AMENDMENT #3,,NO,1655,60,63,36,19,44,45,42,37,28,27,96,59,33,12,34,49,39,33,37,41,22,9,15,0,31,69,9,59,13,16,34,77,32,12,1,11,26,59,55,26,19,37,32,21,38,22,33,43
