Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
19,COOSA,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",1832,66,11,220,184,74,231,48,51,197,105,121,200,324
19,COOSA,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,6,1,0,0,1,0,1,0,1,1,0,0,1,0
19,COOSA,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",2085,43,184,225,74,46,327,32,75,621,143,62,75,178
19,COOSA,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",1999,71,8,242,196,76,254,63,57,204,100,130,234,364
19,COOSA,COURT OF CIVIL APPEALS,WI,WRITE-IN,5,0,0,1,0,0,1,0,0,2,0,1,0,0
19,COOSA,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",2108,47,186,227,70,48,344,31,73,625,143,67,84,163
19,COOSA,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",207,6,2,26,10,11,21,4,12,34,11,8,26,36
19,COOSA,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",1708,56,5,218,183,60,202,55,46,164,85,115,188,331
19,COOSA,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,5,0,0,0,0,0,0,0,0,1,0,2,0,2
19,COOSA,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",2297,50,186,270,94,55,355,29,78,640,146,76,113,205
19,COOSA,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",1672,58,7,190,171,63,206,58,53,176,91,107,175,317
19,COOSA,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,11,1,0,2,0,1,2,0,0,1,0,2,1,1
19,COOSA,SECRETARY OF STATE,DEM,"Worley, Nancy L.",2485,57,187,286,98,63,396,49,73,665,160,82,125,244
19,COOSA,SECRETARY OF STATE,LIB,"Bodenhausen, Mark",88,4,3,13,3,5,7,2,6,11,3,5,14,12
19,COOSA,SECRETARY OF STATE,REP,"Thomas, Dave",1553,51,5,180,173,55,189,43,52,157,84,110,169,285
19,COOSA,SECRETARY OF STATE,WI,WRITE-IN,8,0,0,0,1,0,2,0,0,1,0,1,1,2
19,COOSA,STATE TREASURER,DEM,"Black, Stephen Foster",2335,46,186,264,93,57,360,38,79,648,149,76,120,219
19,COOSA,STATE TREASURER,LIB,"Garland,Gabe",101,5,2,15,4,4,8,1,6,15,1,3,16,21
19,COOSA,STATE TREASURER,REP,"Ivey, Kay",1741,63,6,209,184,64,227,54,48,178,98,119,180,311
19,COOSA,STATE TREASURER,WI,WRITE-IN,7,0,0,1,1,0,1,1,0,1,0,1,0,1
19,COOSA,STATE AUDITOR,DEM,"Gibson, Carolyn",2244,50,184,253,82,57,344,34,71,640,142,72,105,210
19,COOSA,STATE AUDITOR,LIB,"Reeves, Franklin",141,4,2,23,13,8,11,3,9,20,6,10,16,16
19,COOSA,STATE AUDITOR,REP,"Chapman, Beth",1692,53,7,196,177,58,227,52,51,170,101,112,179,309
19,COOSA,STATE AUDITOR,WI,WRITE-IN,7,1,0,2,0,0,1,1,0,1,0,0,1,0
19,COOSA,COMMISSIONER OF AG. & INDUSTRIES,DEM,"Sparks, Ron",2683,52,188,309,132,71,406,47,83,674,163,108,164,286
19,COOSA,COMMISSIONER OF AG. & INDUSTRIES,LIB,"Hulcher, Maude G.",100,4,1,12,9,3,10,2,10,17,2,4,11,15
19,COOSA,COMMISSIONER OF AG. & INDUSTRIES,REP,"Alley, J. Lee",1320,55,4,156,132,52,168,39,39,142,79,83,131,240
19,COOSA,COMMISSIONER OF AG. & INDUSTRIES,WI,WRITE-IN,4,0,0,0,0,0,1,1,0,1,0,0,0,1
19,COOSA,"PUBLIC SERVICE COMMISSION, PLACE #1",DEM,"Cook, Jan",2643,60,187,316,119,72,395,43,81,672,163,90,151,294
19,COOSA,"PUBLIC SERVICE COMMISSION, PLACE #1",LIB,"Clark, Dick",112,3,1,15,9,5,14,4,10,13,4,3,12,19
19,COOSA,"PUBLIC SERVICE COMMISSION, PLACE #1",REP,"Martin, Charles B.",1399,49,6,158,150,51,183,45,41,150,81,105,149,231
19,COOSA,"PUBLIC SERVICE COMMISSION, PLACE #1",WI,WRITE-IN,4,0,0,0,0,1,0,0,1,1,0,0,0,1
19,COOSA,"PUBLIC SERVICE COMMISSION, PLACE #2",DEM,"Pierce, Greg",2033,43,180,216,64,44,331,27,69,625,132,61,74,167
19,COOSA,"PUBLIC SERVICE COMMISSION, PLACE #2",LIB,"Abernathy, Matthew B. ""Cardy""",94,4,3,11,5,3,10,3,8,15,4,3,11,14
19,COOSA,"PUBLIC SERVICE COMMISSION, PLACE #2",REP,"Wallace, George C., Jr.",2065,67,12,261,213,84,256,63,56,195,115,134,235,374
19,COOSA,"PUBLIC SERVICE COMMISSION, PLACE #2",WI,WRITE-IN,7,0,0,1,0,1,2,0,0,2,0,1,0,0
19,COOSA,"US HOUSE, DISTRICT 3",DEM,"Turnham, Joe",1821,36,183,254,79,53,331,0,72,617,135,35,0,26
19,COOSA,"US HOUSE, DISTRICT 3",LIB,"Crispin, George",52,1,1,11,4,5,9,0,8,6,6,1,0,0
19,COOSA,"US HOUSE, DISTRICT 3",REP,Rogers. Mike,1324,53,11,233,202,75,270,0,52,232,110,55,0,31
19,COOSA,"US HOUSE, DISTRICT 3",WI,WRITE-IN,3,0,0,1,0,0,1,0,0,1,0,0,0,0
19,COOSA,"US HOUSE, DISTRICT 6",LIB,"McAllister, J. Holden",145,2,0,0,0,0,0,11,0,0,0,10,49,73
19,COOSA,"US HOUSE, DISTRICT 6",REP,"Bachus, Spencer",813,26,0,0,0,0,0,71,0,0,0,91,254,371
19,COOSA,"US HOUSE, DISTRICT 6",WI,WRITE-IN,4,0,0,0,0,0,0,1,0,0,0,2,0,1
19,COOSA,"STATE SENATE, DISTRICT 11",DEM,"Prieutt, Jim",2992,70,187,354,142,94,445,55,88,727,169,114,196,351
19,COOSA,"STATE SENATE, DISTRICT 11",REP,"Bradford, Ralph, Sr.",1210,46,8,135,140,37,153,38,42,115,75,90,124,207
19,COOSA,"STATE SENATE, DISTRICT 11",WI,WRITE-IN,12,1,0,2,1,0,1,1,1,4,0,0,0,1
19,COOSA,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 31",DEM,"Venable, Jack B.",2263,56,185,332,143,76,427,0,79,692,166,107,0,0
19,COOSA,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 31",LIB,"Martin, John ""Taxcut""",108,5,3,17,7,6,25,0,14,10,9,12,0,0
19,COOSA,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 31",REP,"Shaw, Mickey B.",831,32,4,143,132,40,143,0,38,136,74,89,0,0
19,COOSA,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 31",WI,WRITE-IN,7,1,0,1,0,2,0,0,1,1,1,0,0,0
19,COOSA,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 33",DEM,"Curtis, Clara",303,9,0,0,0,1,0,33,0,0,0,0,75,185
19,COOSA,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 33",REP,"Johnson, Ron",712,14,0,0,0,3,0,60,0,0,0,0,253,382
19,COOSA,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 33",WI,WRITE-IN,2,0,0,0,0,0,0,0,0,0,0,0,1,1
19,COOSA,STATEWIDE AMENDMENT #1,,YES,2671,84,143,302,188,85,350,58,105,508,179,117,191,361
19,COOSA,STATEWIDE AMENDMENT #1,,NO,946,15,20,116,65,28,186,24,13,126,36,71,98,148
19,COOSA,STATEWIDE AMENDMENT #2,,YES,1837,53,133,207,91,56,247,34,66,431,122,70,114,213
19,COOSA,STATEWIDE AMENDMENT #2,,NO,1605,43,30,195,149,52,258,44,45,181,71,110,165,262
19,COOSA,STATEWIDE AMENDMENT #3,,YES,2237,62,131,269,170,66,284,43,78,438,133,102,179,282
19,COOSA,STATEWIDE AMENDMENT #3,,NO,1194,29,31,134,69,39,212,36,34,181,64,72,103,190
19,COOSA,LOCAL AMENDMENT #1,,YES,2342,72,131,285,157,74,316,43,83,448,152,115,138,328
19,COOSA,LOCAL AMENDMENT #1,,NO,1436,35,28,146,108,48,247,42,36,208,73,87,164,214
