Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47
36,JACKSON,STATE AUDITOR,LIB,"Reeves, Franklin",452,16,7,0,9,14,21,1,3,4,25,7,8,1,5,0,10,6,7,11,8,1,6,6,0,15,6,12,18,4,2,14,52,25,47,22,11,4,16,2,7,1,18
36,JACKSON,STATE AUDITOR,REP,"Chapman, Beth",4684,149,32,10,96,97,225,20,26,83,211,89,90,29,37,8,102,22,25,121,25,32,51,25,29,118,77,60,167,35,8,112,749,361,539,161,169,54,179,13,80,55,113
36,JACKSON,STATE AUDITOR,WI,WRITE-IN,12,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
36,JACKSON,COMMISSIONER OF AG. & INDUSTRIES,DEM,"Sparks, Ron",7420,216,51,31,232,242,168,21,46,138,392,129,118,52,87,9,217,23,45,277,59,33,114,81,28,266,112,80,386,63,37,295,861,429,625,366,219,152,342,26,78,64,210
36,JACKSON,COMMISSIONER OF AG. & INDUSTRIES,LIB,"Hulcher, Maude G.",253,7,4,0,5,4,12,0,1,2,12,1,9,1,5,0,4,4,3,11,4,1,2,3,1,7,7,5,7,0,3,7,42,16,23,11,8,2,10,0,3,0,6
36,JACKSON,COMMISSIONER OF AG. & INDUSTRIES,REP,"Alley, J. Lee",3998,113,29,9,81,91,213,17,24,67,168,79,76,24,29,7,90,22,26,116,20,25,41,18,25,104,64,57,139,21,7,91,656,315,449,119,138,42,160,10,78,47,91
36,JACKSON,COMMISSIONER OF AG. & INDUSTRIES,WI,WRITE-IN,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,0,1,0,0,0,0
36,JACKSON,"PUBLIC SERVICE COMMISSION, PLACE #1",DEM,"Cook, Jan",7170,175,61,31,216,223,169,17,45,126,355,122,113,52,89,8,202,23,41,281,58,33,105,80,27,245,112,68,366,67,37,280,890,428,613,355,203,138,350,23,75,64,204
36,JACKSON,"PUBLIC SERVICE COMMISSION, PLACE #1",LIB,"Clark, Dick",352,3,4,0,8,14,16,1,2,2,17,11,2,0,5,0,4,3,7,13,2,0,5,5,1,13,7,19,15,1,3,15,40,23,40,12,6,5,13,1,6,2,6
36,JACKSON,"PUBLIC SERVICE COMMISSION, PLACE #1",REP,"Martin, Charles B.",4192,155,27,8,95,102,205,20,26,75,196,78,86,23,28,8,98,23,22,116,25,28,47,17,25,114,69,54,152,24,6,92,648,319,471,129,147,51,153,10,76,48,96
36,JACKSON,"PUBLIC SERVICE COMMISSION, PLACE #1",WI,WRITE-IN,14,0,1,0,1,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0
36,JACKSON,"PUBLIC SERVICE COMMISSION, PLACE #2",DEM,"Pierce, Greg",5759,183,35,30,190,199,131,17,31,109,285,96,87,45,70,7,176,14,34,240,46,25,89,68,22,192,101,68,300,31,34,230,679,341,461,271,141,125,291,20,62,45,138
36,JACKSON,"PUBLIC SERVICE COMMISSION, PLACE #2",LIB,"Abernathy, Matthew B. ""Cardy""",312,6,5,0,10,8,14,0,2,5,16,5,4,0,2,0,2,4,6,9,3,1,2,3,0,16,4,10,11,1,2,5,47,16,35,16,8,5,10,0,5,3,11
36,JACKSON,"PUBLIC SERVICE COMMISSION, PLACE #2",REP,"Wallace, George C., Jr.",5713,151,51,12,121,132,255,24,41,92,270,111,113,31,49,9,130,31,32,160,37,33,65,32,31,171,82,64,215,62,10,162,850,415,623,204,215,67,226,16,96,66,156
36,JACKSON,"PUBLIC SERVICE COMMISSION, PLACE #2",WI,WRITE-IN,17,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,3,0,0,0,2,0,1,0,0,0,1
36,JACKSON,"US HOUSE, CONGRESSIONAL DISTRICT 5",DEM,"Cramer, Bud",9166,249,81,37,259,262,198,28,66,155,465,149,143,56,94,10,238,34,57,337,76,44,129,96,29,312,151,106,432,101,44,334,1201,579,860,424,281,174,413,29,101,87,245
36,JACKSON,"US HOUSE, CONGRESSIONAL DISTRICT 5",LIB,"Barksdale, Alan F.",232,2,2,0,4,8,9,0,0,4,7,6,4,1,4,0,5,1,4,15,2,1,3,5,2,5,3,5,11,1,0,9,30,13,32,13,2,1,6,0,2,3,7
36,JACKSON,"US HOUSE, CONGRESSIONAL DISTRICT 5",REP,"Engel, Stephen P.",2958,93,18,6,70,80,200,13,11,54,126,60,64,23,27,6,75,15,16,77,13,18,34,12,24,85,42,37,110,8,6,81,426,214,303,78,104,33,127,8,62,32,67
36,JACKSON,"US HOUSE, CONGRESSIONAL DISTRICT 5",WI,WRITE-IN,15,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,2
36,JACKSON,"STATE BOE, DISTRICT 8",DEM,"Caylor, Mary Jane",7365,198,56,33,225,220,153,21,46,117,381,124,114,51,84,8,192,21,49,288,54,30,116,78,24,252,119,79,363,77,38,271,925,446,679,357,219,147,337,22,76,72,203
36,JACKSON,"STATE BOE, DISTRICT 8",REP,"Stout, Don",4643,141,36,9,98,121,237,19,26,92,213,91,93,25,37,8,120,29,26,131,29,32,43,24,30,134,72,66,177,28,10,137,692,342,473,144,160,52,187,12,85,47,115
36,JACKSON,"STATE BOE, DISTRICT 8",WI,WRITE-IN,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0
36,JACKSON,"STATE SENATE, DISTRICT 8",DEM,"Barron, Lowell",7438,200,59,35,210,237,179,25,56,142,377,108,106,54,74,9,204,28,47,268,69,40,109,83,28,304,109,90,368,94,42,285,900,443,612,375,227,147,330,22,64,68,211
36,JACKSON,"STATE SENATE, DISTRICT 8",REP,"Hammonds, David",4843,143,40,7,121,116,229,16,19,72,217,108,113,25,50,7,123,21,30,153,23,25,55,27,26,108,83,58,178,17,6,144,738,345,565,138,155,59,213,15,98,55,102
36,JACKSON,"STATE SENATE, DISTRICT 8",WI,WRITE-IN,34,0,0,0,1,0,4,0,1,0,0,2,1,0,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2,0,0,4,2,5,1,0,1,2,0,0,0,2
36,JACKSON,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 22",DEM,"Hall, Albert",1632,24,61,35,0,0,0,26,55,0,0,55,0,59,0,10,0,34,49,80,69,0,117,77,0,0,0,96,0,96,43,0,0,0,0,0,227,0,0,26,80,75,238
36,JACKSON,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 22",REP,"Stamm, David L.",757,16,35,7,0,0,0,14,20,0,0,15,0,19,0,6,0,17,27,42,20,0,47,31,0,0,0,54,0,15,6,0,0,0,0,0,144,0,0,12,77,48,85
36,JACKSON,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 22",WI,WRITE-IN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,JACKSON,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 23",DEM,"Robinson, John",7186,228,0,0,253,274,222,0,0,149,435,98,152,0,89,0,233,0,0,235,0,37,0,0,30,288,137,0,415,0,0,322,1152,582,875,415,0,162,403,0,0,0,0
36,JACKSON,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 23",WI,WRITE-IN,105,0,0,0,3,4,7,0,0,0,4,0,1,0,0,0,2,0,0,4,0,0,0,0,0,2,3,0,3,0,0,1,33,10,16,6,0,2,4,0,0,0,0
36,JACKSON,"CIRCUIT COURT, DISTRICT 38, PLACE #2",DEM,"Holt, Jenifer C.",9073,258,76,32,249,273,266,22,54,153,424,157,150,54,94,11,232,36,62,322,59,34,131,91,31,269,144,103,410,73,37,328,1256,618,908,402,251,158,413,23,96,80,233
36,JACKSON,"CIRCUIT COURT, DISTRICT 38, PLACE #2",WI,WRITE-IN,115,3,0,0,2,2,5,0,4,3,3,0,2,1,0,0,2,2,0,4,2,0,2,0,0,2,0,2,2,0,0,3,21,5,17,6,7,1,4,1,2,3,2
36,JACKSON,STATEWIDE AMENDMENT #1,,YES,6745,196,61,14,151,179,199,12,48,131,317,119,105,39,62,10,112,30,47,234,41,23,85,51,27,198,118,81,301,68,9,211,1026,517,702,288,225,118,262,18,67,63,180
36,JACKSON,STATEWIDE AMENDMENT #1,,NO,2338,51,15,3,86,67,93,7,17,36,116,49,46,14,21,0,53,15,13,62,12,16,34,19,10,66,35,27,84,15,7,66,274,159,237,107,87,34,109,12,62,27,75
36,JACKSON,STATEWIDE AMENDMENT #2,,YES,3640,101,28,8,93,111,111,2,26,72,167,74,53,19,38,4,73,15,24,146,13,12,58,33,8,107,59,40,159,24,4,112,567,285,367,144,85,72,169,7,35,25,90
36,JACKSON,STATEWIDE AMENDMENT #2,,NO,4439,118,40,4,118,108,151,9,23,77,220,78,78,22,38,4,79,28,31,124,37,20,55,30,19,132,79,59,176,38,13,131,603,327,465,209,183,60,167,19,89,47,131
36,JACKSON,STATEWIDE AMENDMENT #3,,YES,5062,143,41,9,119,157,158,5,29,90,226,96,100,39,48,6,122,28,35,178,24,20,70,37,27,146,77,67,243,37,8,161,716,366,498,217,166,91,218,12,60,42,130
36,JACKSON,STATEWIDE AMENDMENT #3,,NO,3026,66,27,2,92,66,118,7,21,64,164,61,46,12,34,4,50,14,22,87,21,15,42,21,10,92,61,33,107,24,9,93,428,211,301,134,104,43,126,14,59,29,92
36,JACKSON,LOCAL AMENDMENT #1,,YES,4773,151,48,21,114,125,157,6,26,72,200,91,77,28,40,3,130,16,31,175,25,19,62,41,13,126,91,65,201,48,6,137,740,367,516,170,140,84,180,8,49,36,138
36,JACKSON,LOCAL AMENDMENT #1,,NO,4177,96,26,4,125,119,132,9,28,83,232,82,76,21,42,3,61,28,32,109,27,24,56,30,18,132,69,40,167,28,12,148,545,281,415,212,146,61,190,20,87,57,104
