Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
32,GREENE,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,GREENE,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",3174,184,224,114,136,30,17,273,147,447,118,40,96,179,109,233,181,215,55,152,172,52
32,GREENE,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",801,53,56,8,18,6,10,15,91,83,25,29,49,21,22,1,7,223,11,13,34,26
32,GREENE,COURT OF CIVIL APPEALS,WI,WRITE-IN,7,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0
32,GREENE,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",3125,183,216,113,131,29,16,270,146,447,112,42,94,177,104,230,178,205,54,151,174,53
32,GREENE,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",115,1,12,2,11,0,2,6,8,17,6,1,5,8,2,3,0,15,3,7,5,1
32,GREENE,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",711,54,49,6,13,6,9,10,82,62,25,24,44,14,23,1,7,218,9,8,25,22
32,GREENE,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,5,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0
32,GREENE,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",3262,189,233,116,138,29,15,275,155,461,119,44,100,182,109,233,180,235,55,157,184,53
32,GREENE,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",659,46,39,5,16,6,12,12,72,56,21,24,41,17,20,1,7,204,11,8,19,22
32,GREENE,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,5,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
32,GREENE,SECRETARY OF STATE,DEM,"Worley, Nancy L.",3345,191,242,114,139,30,15,279,170,466,120,50,106,185,109,232,180,258,61,154,185,59
32,GREENE,SECRETARY OF STATE,LIB,"Bodenhausen, Mark",22,2,0,0,3,0,1,1,2,6,1,0,2,0,0,0,0,3,0,1,0,0
32,GREENE,SECRETARY OF STATE,REP,"Thomas, Dave",660,46,42,8,16,6,11,8,71,64,22,27,39,16,22,2,7,190,5,11,27,20
32,GREENE,SECRETARY OF STATE,WI,WRITE-IN,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
32,GREENE,STATE TREASURER,DEM,"Black, Stephen Foster",3293,189,239,117,143,30,15,280,157,461,119,48,107,184,116,232,180,226,57,156,182,55
32,GREENE,STATE TREASURER,LIB,"Garland,Gabe",59,2,8,0,4,0,1,2,7,11,1,1,6,1,1,3,2,4,0,2,2,1
32,GREENE,STATE TREASURER,REP,"Ivey, Kay",694,47,42,5,12,6,11,8,74,64,25,25,36,18,17,1,6,231,9,6,26,25
32,GREENE,STATE TREASURER,WI,WRITE-IN,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32,GREENE,STATE AUDITOR,DEM,"Gibson, Carolyn",3254,188,229,118,139,30,15,274,152,459,117,46,99,186,112,232,181,230,54,161,180,52
32,GREENE,STATE AUDITOR,LIB,"Reeves, Franklin",51,1,4,0,6,0,0,7,3,9,3,2,9,2,0,1,1,1,1,0,1,0
32,GREENE,STATE AUDITOR,REP,"Chapman, Beth",700,48,49,5,11,6,12,7,78,65,23,28,38,13,21,1,5,220,11,4,29,26
32,GREENE,STATE AUDITOR,WI,WRITE-IN,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,GREENE,COMMISSIONER OF AG. & INDUSTRIES,DEM,"Sparks, Ron",3420,196,249,118,142,32,17,275,170,473,118,52,106,185,127,233,181,283,61,157,186,59
32,GREENE,COMMISSIONER OF AG. & INDUSTRIES,LIB,"Hulcher, Maude G.",48,0,6,1,3,0,0,4,2,10,3,0,4,0,2,1,2,6,0,1,3,0
32,GREENE,COMMISSIONER OF AG. & INDUSTRIES,REP,"Alley, J. Lee",546,42,29,3,11,4,10,9,65,50,23,21,36,16,4,0,6,167,5,6,19,20
32,GREENE,COMMISSIONER OF AG. & INDUSTRIES,WI,WRITE-IN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
32,GREENE,"PUBLIC SERVICE COMMISSION, PLACE #1",DEM,"Cook, Jan",3480,200,250,119,140,32,17,281,182,486,123,56,107,187,118,233,179,299,61,158,189,63
32,GREENE,"PUBLIC SERVICE COMMISSION, PLACE #1",LIB,"Clark, Dick",49,3,4,0,6,0,1,2,3,9,2,0,2,3,2,0,1,3,1,3,3,1
32,GREENE,"PUBLIC SERVICE COMMISSION, PLACE #1",REP,"Martin, Charles B.",525,39,34,4,12,4,9,8,54,44,18,20,38,13,13,1,7,165,4,4,20,14
32,GREENE,"PUBLIC SERVICE COMMISSION, PLACE #1",WI,WRITE-IN,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,GREENE,"PUBLIC SERVICE COMMISSION, PLACE #2",DEM,"Pierce, Greg",3135,185,220,112,133,30,14,273,140,442,119,43,97,179,106,231,179,207,56,148,172,49
32,GREENE,"PUBLIC SERVICE COMMISSION, PLACE #2",LIB,"Abernathy, Matthew B. ""Cardy""",69,3,5,1,6,0,1,3,5,9,2,0,4,4,0,3,2,10,1,7,3,0
32,GREENE,"PUBLIC SERVICE COMMISSION, PLACE #2",REP,"Wallace, George C., Jr.",834,45,60,9,19,6,12,12,99,84,24,32,48,18,27,1,7,245,9,8,37,32
32,GREENE,"PUBLIC SERVICE COMMISSION, PLACE #2",WI,WRITE-IN,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,GREENE,"US HOUSE, CONGRESSIONAL DISTRICT 7",DEM,"Davis, Artur",3761,215,268,124,147,34,18,294,208,514,132,66,126,196,133,235,188,358,65,167,200,73
32,GREENE,"US HOUSE, CONGRESSIONAL DISTRICT 7",LIB,"McCay, Lauren Orth",135,5,8,0,9,1,5,3,16,16,5,4,8,4,3,2,1,36,1,3,4,1
32,GREENE,"US HOUSE, CONGRESSIONAL DISTRICT 7",WI,WRITE-IN,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0
32,GREENE,"STATE SENATE, DISTRICT 24",DEM,"Steele, Charles, Jr.",3558,203,263,122,146,32,20,289,170,498,130,54,116,190,131,239,186,286,62,164,194,63
32,GREENE,"STATE SENATE, DISTRICT 24",WI,WRITE-IN,32,0,0,0,1,0,0,2,7,5,1,2,2,0,1,1,0,5,1,1,3,0
32,GREENE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 71",DEM,"Black, Lucius",3519,197,263,121,144,33,21,286,170,493,127,54,116,186,127,239,187,275,63,164,193,60
32,GREENE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 71",WI,WRITE-IN,24,1,1,0,1,0,0,1,5,1,0,3,1,0,1,0,0,5,1,1,2,0
32,GREENE,"DISTRICT COURT, GREENE CO.",DEM,"Jones-Osborne, Lillie",3617,213,267,122,141,33,21,283,191,499,129,57,129,192,132,234,177,327,63,156,187,64
32,GREENE,"DISTRICT COURT, GREENE CO.",WI,WRITE-IN,14,0,1,0,2,0,0,0,3,2,0,0,0,1,0,1,0,1,1,1,1,0
32,GREENE,STATEWIDE AMENDMENT #1,,YES,1625,114,154,44,76,7,12,115,119,182,64,24,72,89,39,66,29,260,22,56,47,34
32,GREENE,STATEWIDE AMENDMENT #1,,NO,383,23,29,10,16,0,3,22,35,39,5,8,23,27,13,11,2,77,8,9,14,9
32,GREENE,STATEWIDE AMENDMENT #2,,YES,1184,98,123,30,65,2,5,101,76,154,33,7,49,72,24,69,21,131,16,60,29,19
32,GREENE,STATEWIDE AMENDMENT #2,,NO,743,40,57,20,23,3,10,29,77,56,32,22,45,40,25,8,9,177,14,9,29,18
32,GREENE,STATEWIDE AMENDMENT #3,,YES,1448,104,134,37,68,7,13,106,101,164,52,23,64,82,41,61,25,226,18,53,40,29
32,GREENE,STATEWIDE AMENDMENT #3,,NO,478,37,42,14,21,0,2,22,50,49,14,5,28,30,8,16,4,83,9,12,19,13
