file,rows
eagovernor1946-2010-Dem.Pri.RO.58.csv,138
eagovernor1946-2010-Dem.Pri.RO46.csv,138
eagovernor1946-2010-Dem.Pri.RO_86.csv,138
eagovernor1946-2010-Dem.RO.78.csv,138
eagovernor1946-2010-Dem.RO62.csv,138
eagovernor1946-2010-Dem.RO82.csv,138
eagovernor1946-2010-Dem_Pri_94.csv,275
eagovernor1946-2010-Dem_Pri_98.csv,276
eagovernor1946-2010-Dem_Pri_RO_90.csv,138
eagovernor1946-2010-Gen.02.csv,340
eagovernor1946-2010-Gen.46.csv,136
eagovernor1946-2010-Gen.50.csv,138
eagovernor1946-2010-Gen.54.csv,138
eagovernor1946-2010-Gen.58.csv,207
eagovernor1946-2010-Gen.62.csv,138
eagovernor1946-2010-Gen.66.csv,207
eagovernor1946-2010-Gen.70.csv,414
eagovernor1946-2010-Gen.74.csv,207
eagovernor1946-2010-Gen.78.csv,276
eagovernor1946-2010-Gen.82.csv,483
eagovernor1946-2010-Gen.86.csv,138
eagovernor1946-2010-Gen.90.csv,138
eagovernor1946-2010-Gen10.csv,203
eagovernor1946-2010-Gen_06.csv,203
eagovernor1946-2010-Gen_94.csv,138
eagovernor1946-2010-Rep.Pri.78.csv,168
eagovernor1946-2010-Rep.Pri.86.csv,137
eagovernor1946-2010-Rep_Pri_02.csv,207
eagovernor1946-2010-Rep_Pri_94.csv,414
eagovernor1946-2010-Rep_Pri_98.csv,345
eagovernor1946-2010-Rep_Pri_RO.csv,138
eagovernor1946-2010-Rep_Pri_RO_94.csv,138
eagovernor1946-2010-RepPri10.csv,542
eagovernor1946-2010-RepPri_90.csv,207
eagovernor1946-2010-RepPriRO10.csv,197
ealtgovernor1986-2010-Dem.Pri.86.csv,276
ealtgovernor1986-2010-Dem.Pri.90.csv,138
ealtgovernor1986-2010-Dem.Pri.94.csv,207
ealtgovernor1986-2010-Dem.Pri.RO_94.csv,138
ealtgovernor1986-2010-Dem.R.O..csv,138
ealtgovernor1986-2010-Gen.02.csv,340
ealtgovernor1986-2010-Gen.10.csv,203
ealtgovernor1986-2010-Gen.86.csv,138
ealtgovernor1986-2010-Gen.90.csv,138
ealtgovernor1986-2010-Gen.94.csv,138
ealtgovernor1986-2010-Gen.98.csv,138
ealtgovernor1986-2010-Rep.Pri.10.csv,263
ealtgovernor1986-2010-Rep.Pri.86.csv,207
ealtgovernor1986-2010-Rep.Pri.90.csv,207
ealtgovernor1986-2010-Rep.Pri.94.csv,138
ealtgovernor1986-2010-Rep.Pri.98.csv,138
ealtgovernor1986-2010-Rep.Pri02.csv,138
eapresidentgeneral1976-2012_0-2004.csv,408
eapresidentgeneral1976-2012_0-2008.csv,68
eapresidentgeneral1976-2012_0-Pres.00.csv,620
eapresidentgeneral1976-2012_0-Pres.76.csv,415
eapresidentgeneral1976-2012_0-Pres.80.csv,484
eapresidentgeneral1976-2012_0-Pres.80_2.csv,208
eapresidentgeneral1976-2012_0-Pres.84.csv,490
eapresidentgeneral1976-2012_0-Pres.88.csv,415
eapresidentgeneral1976-2012_0-Pres.92.csv,553
eapresidentgeneral1976-2012_0-Pres.96.csv,552
eatreasurer1986-2010-Dem.Pri.02.csv,279
eatreasurer1986-2010-Dem.Pri.90.csv,138
eatreasurer1986-2010-Dem.Pri.94.csv,207
eatreasurer1986-2010-Gen.02.csv,340
eatreasurer1986-2010-Gen.90.csv,69
eatreasurer1986-2010-Gen.94.csv,138
eatreasurer1986-2010-Gen.98.csv,138
eatreasurer1986-2010-Rep.Pri.02.csv,207
eatreasurer1986-2010-Rep.Pri.10.csv,67
eatreasurer1986-2010-Rep.Pri.94.csv,138
eatreasurer1986-2010-Rep.Pri.98.csv,138
eatreasurer1986-2010-Rep.RO.02.csv,207
eaussenate1972-2010_0-2004_General.csv,204
eaussenate1972-2010_0-84DemPri.csv,204
eaussenate1972-2010_0-84Gen.csv,204
eaussenate1972-2010_0-84RepPri.csv,276
eaussenate1972-2010_0-86DemPri.csv,345
eaussenate1972-2010_0-86Gen.csv,138
eaussenate1972-2010_0-90Gen.csv,138
eaussenate1972-2010_0-96DemPri.csv,344
eaussenate1972-2010_0-96DemRunoff.csv,138
eaussenate1972-2010_0-96Gen.csv,345
eaussenate1972-2010_0-96Rep.Pri.csv,483
eaussenate1972-2010_0-Dem.Pri.92.csv,276
eaussenate1972-2010_0-DemPri02.csv,207
eaussenate1972-2010_0-DemPriRO02.csv,70
eaussenate1972-2010_0-Gen.02.csv,340
eaussenate1972-2010_0-Gen.10.csv,203
eaussenate1972-2010_0-Gen98.csv,136
eaussenate1972-2010_0-Rep.Pri.10.csv,68
